advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Bevrijdingsfestival Flevoland		458314470934696	Facebook	flevoland	Flevoland	NL	Netherlands	1	1	42621	8524	84	0
ChristenUnie Urk		107794439556152	Facebook	flevoland	Flevoland	NL	Netherlands	2	1	14998	6000	198	0
Algemene Waterschapspartij, afdeling Zuiderzeeland		251209005762405	Facebook	flevoland	Flevoland	NL	Netherlands	2	1	10998	5000	198	0
Daan Versteeg	Versteeg Daniel R	1010657719133321	Facebook	flevoland	Flevoland	NL	Netherlands	7	1	10176	5051	106	0
Partij voor de Dieren Almere		1746352698711497	Facebook	flevoland	Flevoland	NL	Netherlands	2	1	5814	1000	179	0
SP	SP	128393027527	Facebook	flevoland	Flevoland	NL	Netherlands	159	1	4168	1616	53	9
European Parliament		178362315106	Facebook	flevoland	Flevoland	NL	Netherlands	67	1	3793	1757	30	8
PvdA Almere		522603781144544	Facebook	flevoland	Flevoland	NL	Netherlands	1	1	3650	730	72	0
Lilian Marijnissen	SP	844559615710915	Facebook	flevoland	Flevoland	NL	Netherlands	59	1	3013	1234	15	3
D66	D66	52985377549	Facebook	flevoland	Flevoland	NL	Netherlands	43	1	2460	1001	16	3
Oxfam Novib		115289021825188	Facebook	flevoland	Flevoland	NL	Netherlands	39	1	2421	997	30	9
Partij voor de Dieren Flevoland		850253651682648	Facebook	flevoland	Flevoland	NL	Netherlands	2	1	1998	0	198	0
Europees Parlement Nederland		270788920480	Facebook	flevoland	Flevoland	NL	Netherlands	42	1	1923	828	18	4
Van Hall Larenstein		234952503230870	Facebook	flevoland	Flevoland	NL	Netherlands	2	1	1810	905	9	1
Blendle		181375052003138	Facebook	flevoland	Flevoland	NL	Netherlands	77	1	1800	608	20	3
European Commission		107898832590939	Facebook	flevoland	Flevoland	NL	Netherlands	9	1	1641	768	10	2
Stichting De Noordzee		128160633899802	Facebook	flevoland	Flevoland	NL	Netherlands	41	1	1612	683	9	2
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	flevoland	Flevoland	NL	Netherlands	7	1	1456	655	7	1
NPO Zapp		205247699486388	Facebook	flevoland	Flevoland	NL	Netherlands	6	1	1416	696	1	0
Vereniging Eigen Huis		371735371563	Facebook	flevoland	Flevoland	NL	Netherlands	15	1	1360	544	10	2
Stichting Vluchteling		120034538112114	Facebook	flevoland	Flevoland	NL	Netherlands	79	1	1258	469	18	4
Facebook	Facebook	726281677519881	Facebook	flevoland	Flevoland	NL	Netherlands	5	1	1214	607	6	1
Bespaarkiosk.nl		1659811130952704	Facebook	flevoland	Flevoland	NL	Netherlands	3	1	1103	502	8	1
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	flevoland	Flevoland	NL	Netherlands	40	1	1078	406	7	1
Vandebron		263935850440177	Facebook	flevoland	Flevoland	NL	Netherlands	10	1	997	431	6	1
