advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w018	Week 18	RO	Romania	42	1	12576872	5570073	28875	8692
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	w018	Week 18	RO	Romania	36	1	7369894	3457555	21450	5087
România în primul rând	Future Innovation	770704223323599	Facebook	w018	Week 18	RO	Romania	27	1	6657090	3128803	7372	1759
Partidul Naţional Liberal		181375448581167	Facebook	w018	Week 18	RO	Romania	27	1	3383316	1466904	6465	1787
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	w018	Week 18	RO	Romania	21	1	3075862	1404610	13304	2980
RMDSZ	RMDSZ	102601499822802	Facebook	w018	Week 18	RO	Romania	66	1	1814941	494531	2059	292
Romania #nuepsd	Future Innovation	293215748279337	Facebook	w018	Week 18	RO	Romania	2	1	1166652	583326	805	192
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	w018	Week 18	RO	Romania	11	1	948778	459393	2033	770
Consiliul Național PSD	Partidul Social Democrat	428923027871330	Facebook	w018	Week 18	RO	Romania	2	1	699998	300000	1260	315
Declic	Declic	686190454826244	Facebook	w018	Week 18	RO	Romania	3	1	695086	342017	749	179
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	w018	Week 18	RO	Romania	9	1	614993	269999	1098	248
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	w018	Week 18	RO	Romania	3	1	533329	266666	1295	301
Departamentul pentru Muncă și Justiție Socială	Partidul Social Democrat	1975738806067717	Facebook	w018	Week 18	RO	Romania	1	1	499999	200000	209	105
Departamentul Fonduri Europene al PSD		1030472763816931	Facebook	w018	Week 18	RO	Romania	1	1	499997	199999	104	21
Departamentul pentru Comunicații și Societate Informațională al PSD	Partidul Social Democrat	346281832652995	Facebook	w018	Week 18	RO	Romania	1	1	499995	199998	104	21
Daniel Buda	Buda Daniel	220579784732993	Facebook	w018	Week 18	RO	Romania	14	1	444987	102499	260	0
USR Arad	Uniunea Salvați Romania	1210260295704425	Facebook	w018	Week 18	RO	Romania	8	1	434707	153347	512	175
Video News		329122497569429	Facebook	w018	Week 18	RO	Romania	2	1	419998	179999	251	126
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	w018	Week 18	RO	Romania	33	1	400690	100357	734	60
Rares Bogdan		204397909629079	Facebook	w018	Week 18	RO	Romania	4	1	299996	120000	419	84
Vincze Loránt	Vincze Loránt	675042232534141	Facebook	w018	Week 18	RO	Romania	21	1	294133	67691	270	0
Ponturi Pariuri PRO		615300575244417	Facebook	w018	Week 18	RO	Romania	2	1	249998	110000	314	126
European Parliament		178362315106	Facebook	w018	Week 18	RO	Romania	6	1	240831	99166	626	138
Litere.net	litere.net	1504323906337545	Facebook	w018	Week 18	RO	Romania	7	1	224832	98091	735	140
USR Vaslui	Uniunea Salvați România	526411640878009	Facebook	w018	Week 18	RO	Romania	15	1	191621	40059	197	0
Kialo		729627343834501	Facebook	w018	Week 18	RO	Romania	31	1	175523	54640	778	115
Departamentul pentru Tineret și Sport PSD	Partidul Social Democrat	2077524885664207	Facebook	w018	Week 18	RO	Romania	2	1	166665	83333	174	35
Naomi Reniuț-Ursoiu	Uniunea Salvați România	708334336169853	Facebook	w018	Week 18	RO	Romania	9	1	132828	34999	165	14
Traian Băsescu		361235817223309	Facebook	w018	Week 18	RO	Romania	4	1	129395	39327	248	19
Aresel		292847028010932	Facebook	w018	Week 18	RO	Romania	6	1	124995	29499	396	0
Cornel Radu Loghin		429437337859107	Facebook	w018	Week 18	RO	Romania	4	1	113611	40721	179	34
USR Cluj		287761518247055	Facebook	w018	Week 18	RO	Romania	2	1	101665	50333	111	21
Kelemen Hunor	RMDSZ	175293925828191	Facebook	w018	Week 18	RO	Romania	2	1	99998	20000	209	42
Departamentul pentru Mediul de Afaceri, Comerţ şi Antreprenoriat al PSD	Partidul Social Democrat	1238111743018265	Facebook	w018	Week 18	RO	Romania	1	1	99998	49999	209	105
Parlamentul European, Biroul de Informare în Romania		138896782840976	Facebook	w018	Week 18	RO	Romania	1	1	99998	49999	249	49
Raluca Amariei	USR Sibiu	183087692172986	Facebook	w018	Week 18	RO	Romania	5	1	97863	19333	149	21
Dragos Benea	Partidul Social Democrat	447787405313835	Facebook	w018	Week 18	RO	Romania	3	1	83581	16666	179	35
PNL Bacău	PNL Bacău	1602563209957356	Facebook	w018	Week 18	RO	Romania	2	1	81816	16363	87	13
USR Sector 1	Uniunea Salvați România	885119281568843	Facebook	w018	Week 18	RO	Romania	3	1	80664	16000	131	21
PNL Dambovita	PNL Dambovita	1469610256621123	Facebook	w018	Week 18	RO	Romania	4	1	79570	31453	126	19
GRUNDIG		1508163162762486	Facebook	w018	Week 18	RO	Romania	14	1	77597	35186	126	26
Politice.net	politice.net	2546711162025064	Facebook	w018	Week 18	RO	Romania	8	1	71163	13999	100	8
Adrian Mocanu		1750234035208501	Facebook	w018	Week 18	RO	Romania	4	1	65330	16000	153	21
USR Prahova	USR Prahova	1385405838141456	Facebook	w018	Week 18	RO	Romania	3	1	64997	16000	230	42
EMaramures		118847551510788	Facebook	w018	Week 18	RO	Romania	1	1	63635	31818	66	13
PNL Bucuresti		678840505584990	Facebook	w018	Week 18	RO	Romania	4	1	55298	27380	126	52
USR Sector 6		1656475137918717	Facebook	w018	Week 18	RO	Romania	2	1	54998	11000	125	21
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	w018	Week 18	RO	Romania	4	1	54997	10999	97	14
Virgil Popescu	POPESCU VIRGIL-DANIEL	1641765056062575	Facebook	w018	Week 18	RO	Romania	10	1	53414	12133	227	25
Organizatia de Femei Partidul Mișcarea Populară Sector 1		1531492730401344	Facebook	w018	Week 18	RO	Romania	3	1	51987	10397	109	21
Ziar Piatra Neamt	Media PR Grup	183473261723511	Facebook	w018	Week 18	RO	Romania	1	1	49999	10000	20	0
Ion ȘTEFAN		1653699758248627	Facebook	w018	Week 18	RO	Romania	1	1	49999	10000	104	21
Vasile Cristian Lungu		167669676772029	Facebook	w018	Week 18	RO	Romania	1	1	49999	25000	104	52
RMDSZ Nőszervezet		379633622148337	Facebook	w018	Week 18	RO	Romania	1	1	49998	9999	20	0
USR Sibiu	Uniunea Salvați România	1028428697211383	Facebook	w018	Week 18	RO	Romania	3	1	42497	13750	46	0
Marius Bodea	Marius Bodea	1514760912172050	Facebook	w018	Week 18	RO	Romania	3	1	39992	10999	94	10
Administraţie Liberală		2159559831039746	Facebook	w018	Week 18	RO	Romania	1	1	38708	19354	20	4
European Youth		130456876990360	Facebook	w018	Week 18	RO	Romania	1	1	38160	19080	95	19
PNL Sector 2		434422389926419	Facebook	w018	Week 18	RO	Romania	2	1	35226	7045	14	0
Mihai Botez - Deputat USR	Mihai Botez - Deputat USR	1695902094040229	Facebook	w018	Week 18	RO	Romania	1	1	33332	6666	13	0
USR Dolj		109556372802910	Facebook	w018	Week 18	RO	Romania	1	1	29999	6000	12	0
