advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	d128	2019-05-08	3170	1	4830978	1159375	43378	1037
FDP	FDP	21289227249	Facebook	d128	2019-05-08	524	1	2332449	709400	20385	1185
România în primul rând	Future Innovation	770704223323599	Facebook	d128	2019-05-08	38	1	2252198	1006628	2528	614
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	d128	2019-05-08	295	1	2082451	797813	11326	2039
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d128	2019-05-08	35	1	2017156	881956	5088	1046
European Parliament		178362315106	Facebook	d128	2019-05-08	19	1	1933559	925515	13178	3462
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d128	2019-05-08	93	1	1907977	794783	5903	1438
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d128	2019-05-08	22	1	1732999	747271	3419	881
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	d128	2019-05-08	174	1	1728013	532261	29458	3503
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	d128	2019-05-08	46	1	1355938	611965	4553	789
Partito Democratico		77034286895	Facebook	d128	2019-05-08	79	1	1297382	567213	4441	860
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d128	2019-05-08	16	1	1240468	571589	2308	922
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d128	2019-05-08	35	1	1217133	536082	2544	717
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d128	2019-05-08	4	1	1215589	586129	6992	1398
sp.a	sp.a	57253967150	Facebook	d128	2019-05-08	143	1	1193497	398589	5765	969
SPÖ	SPÖ	77393060080	Facebook	d128	2019-05-08	525	1	1192091	373605	10837	1297
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	d128	2019-05-08	6	1	1150994	510000	3694	1600
SPD	SPD	47930567748	Facebook	d128	2019-05-08	596	1	1144286	172092	59063	383
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d128	2019-05-08	581	1	1078275	384665	14098	1842
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	d128	2019-05-08	224	1	1057017	433777	8704	2041
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	d128	2019-05-08	5	1	999996	450000	16205	3241
Open Vld	Open Vld	53668151866	Facebook	d128	2019-05-08	165	1	998506	390614	10501	1633
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	d128	2019-05-08	17	1	899995	371666	1245	199
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	d128	2019-05-08	94	1	842070	393929	3970	716
Fidesz	Fidesz	9844779306	Facebook	d128	2019-05-08	7	1	766662	351666	2682	1289
