advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	d096	2019-04-06	84	1	9679421	965441	43414	809
European Parliament		178362315106	Facebook	d096	2019-04-06	352	1	3064413	1339718	14182	3147
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d096	2019-04-06	156	1	2167784	215512	437	0
European Commission		107898832590939	Facebook	d096	2019-04-06	60	1	1163668	528623	5166	1282
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d096	2019-04-06	52	1	1074226	106298	310	18
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d096	2019-04-06	3	1	1022498	504500	5223	1045
Bouzidi Mourad		1840451052913778	Facebook	d096	2019-04-06	2	1	1009998	502000	518	100
Arnora Oy		AR181544213152792576	Google	d096	2019-04-06	1	1	909090	90909	45	4
SOCIALDEMOKRATIET		AR271193993235136512	Google	d096	2019-04-06	12	1	864468	86446	27653	466
Suomen Keskusta r.p.		AR441112520191639552	Google	d096	2019-04-06	27	1	809949	80300	12506	229
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	d096	2019-04-06	31	1	672091	318505	1867	481
Sosialidemokraatit SDP		108945982480217	Facebook	d096	2019-04-06	71	1	615971	254023	3633	915
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d096	2019-04-06	6	1	615000	60000	150	0
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	d096	2019-04-06	52	1	597307	56535	20388	392
TRT World		1559901027613381	Facebook	d096	2019-04-06	1	1	499999	250000	74	37
European Greens	European Greens	141366725876424	Facebook	d096	2019-04-06	10	1	498688	209166	2507	844
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	d096	2019-04-06	11	1	466663	192700	4403	900
People's Vote UK	People's Vote	748608695327755	Facebook	d096	2019-04-06	180	1	455895	105984	16719	3425
The Labour Party	The Labour Party	25749647410	Facebook	d096	2019-04-06	26	1	413101	171553	3460	687
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d096	2019-04-06	5	1	406666	39999	233	16
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d096	2019-04-06	2	1	315856	31585	1534	25
Greens/EFA in the European Parliament		150527751674751	Facebook	d096	2019-04-06	5	1	314284	152142	544	128
38 Degrees	38 Degrees	200006375787	Facebook	d096	2019-04-06	52	1	287632	121526	2026	394
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d096	2019-04-06	19	1	255925	25217	7549	128
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	d096	2019-04-06	30	1	244739	107535	1955	392
Rumilus Design Oy		AR391102333313875968	Google	d096	2019-04-06	31	1	238134	22532	101	0
Greenpeace Luxembourg		67370457805	Facebook	d096	2019-04-06	16	1	236894	49454	1494	0
Save the Refugees		1931458237163388	Facebook	d096	2019-04-06	62	1	228749	63317	1509	237
Jukka Kopra		AR232680299937398784	Google	d096	2019-04-06	13	1	222598	21887	8070	155
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	d096	2019-04-06	16	1	212783	73148	291	63
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	d096	2019-04-06	13	1	208162	20494	11532	205
Right To Vote	Right to Vote	408236463256774	Facebook	d096	2019-04-06	69	1	204649	84716	2420	446
SeeMore		1546319045688366	Facebook	d096	2019-04-06	4	1	201665	100333	808	270
Joachim Brudziński		722625777782250	Facebook	d096	2019-04-06	1	1	199999	100000	232	116
En primera plana - RFI / France 24		1962039850742148	Facebook	d096	2019-04-06	1	1	199999	100000	99	0
