audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	LV	Latvia	1747	487	1943025	679691	9400	1266
f25_34	female (25-34)	LV	Latvia	1895	500	1721707	614894	9140	1190
f35_44	female (35-44)	LV	Latvia	1899	487	1474577	488791	8666	908
m35_44	male (35-44)	LV	Latvia	1751	474	1393699	459853	7240	816
f18_24	female (18-24)	LV	Latvia	1648	444	1344276	502014	5527	826
m18_24	male (18-24)	LV	Latvia	1546	438	1284725	471467	5396	866
f45_54	female (45-54)	LV	Latvia	1779	464	1278122	409092	6781	650
f55_64	female (55-64)	LV	Latvia	1307	426	1074905	323976	5220	412
m45_54	male (45-54)	LV	Latvia	1641	450	831830	268215	3995	428
f65_	female (65+)	LV	Latvia	1149	379	534468	155970	2551	217
m55_64	male (55-64)	LV	Latvia	1213	415	464144	139893	2073	174
m65_	male (65+)	LV	Latvia	1093	370	201104	59836	925	77
f13_17	female (13-17)	LV	Latvia	232	84	91616	32074	223	8
m13_17	male (13-17)	LV	Latvia	216	82	58264	19835	202	5
u35_44	unknown (35-44)	LV	Latvia	1572	417	13748	4671	76	9
u25_34	unknown (25-34)	LV	Latvia	1507	408	11095	3929	57	8
u45_54	unknown (45-54)	LV	Latvia	1364	369	4423	1484	24	3
u18_24	unknown (18-24)	LV	Latvia	1161	328	2943	1078	14	2
u55_64	unknown (55-64)	LV	Latvia	875	330	2069	648	9	0
u65_	unknown (65+)	LV	Latvia	813	303	1294	384	6	0
u13_17	unknown (13-17)	LV	Latvia	162	60	152	55	0	0
