country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LT	Lithuania	f	female	2692	632	21899518	8285472	82447	10433
LT	Lithuania	m	male	2530	625	17891756	6655961	68935	9548
LT	Lithuania	u	unknown	2350	585	119075	43371	527	73
