country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	13_17	13-17	228	75	169735	57589	512	27
CY	Cyprus	18_24	18-24	1679	418	4600905	1614673	18350	2109
CY	Cyprus	25_34	25-34	1824	455	5432573	1884168	24340	2572
CY	Cyprus	35_44	35-44	1788	448	4554786	1528421	20737	1923
CY	Cyprus	45_54	45-54	1730	434	3726774	1191980	16960	1245
CY	Cyprus	55_64	55-64	1590	400	3066097	888993	13057	545
CY	Cyprus	65_	65+	1454	361	1820276	529163	7929	323
