age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
45_54	45-54	CY	Cyprus	ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	73	1	431803	133785	1555	63
45_54	45-54	CY	Cyprus	European Parliament		178362315106	Facebook	12	1	292565	140084	2088	400
45_54	45-54	CY	Cyprus	Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	28	1	289788	102810	1062	128
45_54	45-54	CY	Cyprus	European Parliament Office in Cyprus		205478755729	Facebook	5	1	210376	100444	1003	194
45_54	45-54	CY	Cyprus	Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	22	1	200812	47170	484	0
45_54	45-54	CY	Cyprus	Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	63	1	195263	41992	1010	0
45_54	45-54	CY	Cyprus	Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	48	1	193793	42097	828	0
45_54	45-54	CY	Cyprus	Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	21	1	160992	34749	523	0
45_54	45-54	CY	Cyprus	Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	16	1	148778	65783	556	71
45_54	45-54	CY	Cyprus	Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	19	1	148714	37155	479	19
45_54	45-54	CY	Cyprus	Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	28	1	111776	25471	646	0
45_54	45-54	CY	Cyprus	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	22	1	101278	22137	435	0
45_54	45-54	CY	Cyprus	Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	38	1	99465	28216	826	0
45_54	45-54	CY	Cyprus	UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	7	1	84351	36359	154	8
45_54	45-54	CY	Cyprus	γυρίζουμε		278308089460720	Facebook	6	1	71567	31313	494	115
45_54	45-54	CY	Cyprus	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	5	1	58684	25144	431	84
45_54	45-54	CY	Cyprus	Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	14	1	58163	13187	224	0
45_54	45-54	CY	Cyprus	AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	6	1	55407	24882	144	12
45_54	45-54	CY	Cyprus	Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	11	1	52513	10663	148	0
45_54	45-54	CY	Cyprus	Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	9	1	52300	13974	142	0
45_54	45-54	CY	Cyprus	Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	4	1	47676	15896	158	21
45_54	45-54	CY	Cyprus	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	10	1	46005	18496	62	12
45_54	45-54	CY	Cyprus	Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	12	1	44265	9531	278	0
45_54	45-54	CY	Cyprus	Dr. Eleni Stavrou		822417261217421	Facebook	5	1	34664	9031	124	0
45_54	45-54	CY	Cyprus	Union of Cypriots - Kıbrıslılar Birliği - Ένωσις Κυπρίων		2000341880290773	Facebook	6	1	32489	7586	60	10
45_54	45-54	CY	Cyprus	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	38	1	29446	13616	53	15
45_54	45-54	CY	Cyprus	Power Beach		484571345318227	Facebook	1	1	24794	12397	12	0
