recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	NL	Netherlands	190	75	308823	98097	2418	417
rd2	Last 2 days	2019-05-25	2019-05-26	NL	Netherlands	366	141	646735	204718	5049	873
rd3	Last 3 days	2019-05-24	2019-05-26	NL	Netherlands	467	173	1436604	501642	10674	1727
rd4	Last 4 days	2019-05-23	2019-05-26	NL	Netherlands	964	231	13819141	5660903	96535	18342
rd5	Last 5 days	2019-05-22	2019-05-26	NL	Netherlands	1054	236	23687566	9732101	163070	32728
rd6	Last 6 days	2019-05-21	2019-05-26	NL	Netherlands	1099	236	29705191	12181631	205760	41475
rw1	Last week	2019-05-20	2019-05-26	NL	Netherlands	1150	242	33826193	13854887	233224	47259
rw2	Last 2 weeks	2019-05-13	2019-05-26	NL	Netherlands	1181	245	37071597	15232906	258198	52139
rw3	Last 3 weeks	2019-05-06	2019-05-26	NL	Netherlands	1181	245	37071597	15232906	258198	52139
rw4	Last 4 weeks	2019-04-29	2019-05-26	NL	Netherlands	1181	245	37071597	15232906	258198	52139
rm1	Last month	2019-04-27	2019-05-26	NL	Netherlands	1181	245	37071597	15232906	258198	52139
rm2	Last 2 months	2019-03-28	2019-05-26	NL	Netherlands	1181	245	37071597	15232906	258198	52139
rm3	Last 3 months	2019-02-26	2019-05-26	NL	Netherlands	1181	245	37071597	15232906	258198	52139
rm6	Last 6 months	2019-01-01	2019-05-26	NL	Netherlands	1181	245	37071597	15232906	258198	52139
