impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
10k_50k	10k - 50k	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	17	1	783789	156760	2435	260
10k_50k	10k - 50k	BG	Bulgaria	Kialo		729627343834501	Facebook	142	1	613103	122623	3844	691
10k_50k	10k - 50k	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	12	1	574459	114894	1137	0
10k_50k	10k - 50k	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	12	1	546512	109304	1005	0
10k_50k	10k - 50k	BG	Bulgaria	Valeri Simeonov		1967166133516609	Facebook	10	1	487013	97404	964	0
10k_50k	10k - 50k	BG	Bulgaria	Volen Siderov		48268614826	Facebook	11	1	486307	97263	857	0
10k_50k	10k - 50k	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	10	1	431406	86282	760	0
10k_50k	10k - 50k	BG	Bulgaria	Път на младите	Път на младите	2051476654950711	Facebook	7	1	341806	68362	612	0
10k_50k	10k - 50k	BG	Bulgaria	Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	7	1	341565	68314	643	0
10k_50k	10k - 50k	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	7	1	309178	61836	544	0
10k_50k	10k - 50k	BG	Bulgaria	European Parliament		178362315106	Facebook	7	1	278281	55657	551	0
10k_50k	10k - 50k	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	6	1	276850	55371	509	0
10k_50k	10k - 50k	BG	Bulgaria	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	5	1	211503	42301	372	0
10k_50k	10k - 50k	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	5	1	205977	41196	407	0
10k_50k	10k - 50k	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	18	1	168707	33742	761	106
10k_50k	10k - 50k	BG	Bulgaria	Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	3	1	138458	27692	274	0
10k_50k	10k - 50k	BG	Bulgaria	Ilhan Kyuchyuk	Ilhan Kyuchyuk	1637403469881344	Facebook	4	1	135341	27068	246	0
10k_50k	10k - 50k	BG	Bulgaria	Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	3	1	130515	26103	230	0
10k_50k	10k - 50k	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	3	1	108726	21745	215	0
10k_50k	10k - 50k	BG	Bulgaria	DESIGNitsa - Дизайница		676082905766490	Facebook	2	1	98570	19714	173	0
10k_50k	10k - 50k	BG	Bulgaria	Радан Кънев	Радан Кънев	1461853244069926	Facebook	2	1	91486	18297	171	0
10k_50k	10k - 50k	BG	Bulgaria	Консерваторъ	Oblakov Nikolay	1840027882991452	Facebook	2	1	91222	18244	170	0
10k_50k	10k - 50k	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	2	1	86577	17315	152	0
10k_50k	10k - 50k	BG	Bulgaria	TaxiMe		130743243729492	Facebook	1	1	49999	10000	88	0
10k_50k	10k - 50k	BG	Bulgaria	GEYA   /  ГЕЯ  /		125015671491693	Facebook	1	1	49999	10000	88	0
10k_50k	10k - 50k	BG	Bulgaria	Венета Маджистрели - раз/ЛИЧНИЯТ избор за Европейски парламент 2019		436121407128896	Facebook	1	1	49999	10000	99	0
10k_50k	10k - 50k	BG	Bulgaria	JobRadar.BG		1753665731363354	Facebook	1	1	49999	9999	99	0
10k_50k	10k - 50k	BG	Bulgaria	Stankov • Todorov • Hinkov & Spasov Attorneys-at-Law		1717626955134976	Facebook	1	1	49999	10000	88	0
10k_50k	10k - 50k	BG	Bulgaria	Медея		1526396310816752	Facebook	1	1	49999	10000	88	0
10k_50k	10k - 50k	BG	Bulgaria	Карлос Контрера	Войчин Мирчо	734105799990582	Facebook	1	1	49998	10000	88	0
10k_50k	10k - 50k	BG	Bulgaria	National Geographic		257826487601111	Facebook	1	1	46801	9360	92	0
10k_50k	10k - 50k	BG	Bulgaria	Крум Дончев/Krum Donchev		155516354469476	Facebook	1	1	46189	9238	81	0
10k_50k	10k - 50k	BG	Bulgaria	Не Бъди Посредствен		1805601139707511	Facebook	1	1	45698	9139	90	0
10k_50k	10k - 50k	BG	Bulgaria	Фондация Билитис/ Bilitis Foundation		287175336077	Facebook	1	1	45551	9110	90	0
10k_50k	10k - 50k	BG	Bulgaria	Борба за съществуване / Extinction Rebellion Bulgaria		2258761914367373	Facebook	1	1	45216	9043	103	0
10k_50k	10k - 50k	BG	Bulgaria	Цветан Гайд		1544953965731921	Facebook	1	1	44642	8928	78	0
10k_50k	10k - 50k	BG	Bulgaria	Bright Life Today		806186806171908	Facebook	1	1	44443	8888	78	0
10k_50k	10k - 50k	BG	Bulgaria	Фондация Българска Памет		540948509258655	Facebook	1	1	44084	8817	87	0
10k_50k	10k - 50k	BG	Bulgaria	Петър Клисаров		2041389956077700	Facebook	1	1	44005	8801	77	0
10k_50k	10k - 50k	BG	Bulgaria	Да, Варна		1861176614159216	Facebook	1	1	42896	8579	75	0
10k_50k	10k - 50k	BG	Bulgaria	One Billion Rising Bulgaria		579415982138368	Facebook	1	1	42611	8522	97	0
10k_50k	10k - 50k	BG	Bulgaria	Viasat Explore		552952714727440	Facebook	1	1	42391	8478	19	0
10k_50k	10k - 50k	BG	Bulgaria	Karaci Tours Medical		408232079212353	Facebook	1	1	40266	8053	70	0
10k_50k	10k - 50k	BG	Bulgaria	Arte		656089814494677	Facebook	2	1	37368	7473	73	0
10k_50k	10k - 50k	BG	Bulgaria	Евродепутати ГЕРБ/ЕНП - България		939131839491362	Facebook	1	1	36264	7253	71	0
10k_50k	10k - 50k	BG	Bulgaria	Debating Europe	Debating Europe	132011730204757	Facebook	3	1	35100	7020	69	0
10k_50k	10k - 50k	BG	Bulgaria	Greens/EFA in the European Parliament		150527751674751	Facebook	5	1	29943	5988	52	0
10k_50k	10k - 50k	BG	Bulgaria	Avanta Care Ltd.		577732148956414	Facebook	1	1	19646	3929	45	0
10k_50k	10k - 50k	BG	Bulgaria	We Amplify		186008238755917	Facebook	3	1	17935	3587	35	0
10k_50k	10k - 50k	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	1	1	17022	3404	33	0
10k_50k	10k - 50k	BG	Bulgaria	Caritas Europa		190426711052241	Facebook	2	1	16443	3288	32	0
10k_50k	10k - 50k	BG	Bulgaria	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	5	1	15619	3123	75	11
10k_50k	10k - 50k	BG	Bulgaria	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	5	1	15224	3044	65	8
10k_50k	10k - 50k	BG	Bulgaria	Animal Matters	Animal Matters	1439364926329185	Facebook	4	1	14704	2940	25	0
10k_50k	10k - 50k	BG	Bulgaria	Open Society Roma Initiatives		369567809754486	Facebook	1	1	14617	2923	28	0
10k_50k	10k - 50k	BG	Bulgaria	Create.Refresh	Create.Refresh	1736881926615141	Facebook	2	1	13936	2787	31	0
10k_50k	10k - 50k	BG	Bulgaria	EU Environment		305608429284	Facebook	1	1	12474	2495	24	0
10k_50k	10k - 50k	BG	Bulgaria	EPP Group in the European Committee of the Regions		200559876664896	Facebook	3	1	11844	2368	118	23
10k_50k	10k - 50k	BG	Bulgaria	TaxEduportal		828411763950694	Facebook	1	1	11610	2322	22	0
10k_50k	10k - 50k	BG	Bulgaria	Bologna Business School		32776988074	Facebook	2	1	10949	2190	21	0
10k_50k	10k - 50k	BG	Bulgaria	Ege Deniz Yolları		263618431233010	Facebook	1	1	10760	2152	15	3
10k_50k	10k - 50k	BG	Bulgaria	The Good Lobby		1420129598280317	Facebook	3	1	9752	1950	19	0
10k_50k	10k - 50k	BG	Bulgaria	Atlantic Forum		616121875501729	Facebook	1	1	9167	1833	18	0
10k_50k	10k - 50k	BG	Bulgaria	European Young Leaders - EYL40		227054030686626	Facebook	1	1	8785	1757	17	0
10k_50k	10k - 50k	BG	Bulgaria	Guardian Weekly		64525551258	Facebook	3	1	8381	1676	19	0
10k_50k	10k - 50k	BG	Bulgaria	EURACTIV		15299247059	Facebook	2	1	8070	1614	15	0
10k_50k	10k - 50k	BG	Bulgaria	World Youth Academy		155365641152627	Facebook	3	1	6491	1298	12	0
10k_50k	10k - 50k	BG	Bulgaria	FT Content Solutions		1220981994590364	Facebook	2	1	6045	1209	13	0
10k_50k	10k - 50k	BG	Bulgaria	EU Gateway Business Avenues		1878683232394649	Facebook	1	1	6026	1205	11	0
10k_50k	10k - 50k	BG	Bulgaria	DRH Lindersvold		512374155442078	Facebook	1	1	5942	1188	7	1
10k_50k	10k - 50k	BG	Bulgaria	Success Resources		550751965021284	Facebook	1	1	5843	1168	67	13
10k_50k	10k - 50k	BG	Bulgaria	Tuunes		992176580926495	Facebook	1	1	5709	1141	11	0
10k_50k	10k - 50k	BG	Bulgaria	Last Stop Brexit		820489154977103	Facebook	1	1	5616	1123	12	0
10k_50k	10k - 50k	BG	Bulgaria	Perseus Apparel		1112003955624720	Facebook	9	1	5032	1006	8	0
10k_50k	10k - 50k	BG	Bulgaria	Pop Trash Inc.		347523108751462	Facebook	2	1	5010	1002	9	0
10k_50k	10k - 50k	BG	Bulgaria	OWTE Oil Limited		813090985707060	Facebook	2	1	4933	986	11	0
10k_50k	10k - 50k	BG	Bulgaria	Subpod		839183619577851	Facebook	3	1	4900	980	6	0
10k_50k	10k - 50k	BG	Bulgaria	Mackwoods Tea		892865974105443	Facebook	2	1	4870	974	11	0
10k_50k	10k - 50k	BG	Bulgaria	VOA - Глас на Америка		176413438620	Facebook	5	1	4795	959	8	0
10k_50k	10k - 50k	BG	Bulgaria	Melba Culp		902971599738051	Facebook	11	1	4649	929	8	0
10k_50k	10k - 50k	BG	Bulgaria	Coconut Bowls		451945511677873	Facebook	9	1	4584	916	5	0
10k_50k	10k - 50k	BG	Bulgaria	On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	6	1	4543	908	8	0
10k_50k	10k - 50k	BG	Bulgaria	Index in English		1969401936694372	Facebook	1	1	4072	814	12	2
10k_50k	10k - 50k	BG	Bulgaria	Stanford Graduate School of Business		208357009185713	Facebook	2	1	3968	793	6	0
10k_50k	10k - 50k	BG	Bulgaria	Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	3	1	3562	712	8	0
10k_50k	10k - 50k	BG	Bulgaria	Mint		1586969654915532	Facebook	1	1	3531	706	8	0
10k_50k	10k - 50k	BG	Bulgaria	Fire Safe Europe - FSEU		238789186294640	Facebook	1	1	3293	658	6	0
10k_50k	10k - 50k	BG	Bulgaria	γυρίζουμε		278308089460720	Facebook	2	1	3252	650	21	3
10k_50k	10k - 50k	BG	Bulgaria	Foodpowerr		625107021262384	Facebook	2	1	3178	635	28	5
10k_50k	10k - 50k	BG	Bulgaria	Brut UK		1629990253744016	Facebook	1	1	3046	609	5	0
10k_50k	10k - 50k	BG	Bulgaria	IPPF European Network		1639235713010069	Facebook	1	1	3007	601	5	0
10k_50k	10k - 50k	BG	Bulgaria	Talking Europe		316028505828375	Facebook	1	1	3006	601	5	0
10k_50k	10k - 50k	BG	Bulgaria	ScienceDirect		1473969232915792	Facebook	2	1	2989	597	5	0
10k_50k	10k - 50k	BG	Bulgaria	Hertie School of Governance		10760031281	Facebook	1	1	2916	583	5	0
10k_50k	10k - 50k	BG	Bulgaria	Master Magnets Ltd		315842291798657	Facebook	1	1	2850	570	6	0
10k_50k	10k - 50k	BG	Bulgaria	The Economic Standard		392555198233906	Facebook	2	1	2816	563	4	0
10k_50k	10k - 50k	BG	Bulgaria	International Politics and Society		1591078677572315	Facebook	1	1	2761	552	5	0
10k_50k	10k - 50k	BG	Bulgaria	Collision Conf		205093963028353	Facebook	3	1	2730	546	17	3
10k_50k	10k - 50k	BG	Bulgaria	Mark Laguë Fine Art		292045894985614	Facebook	1	1	2677	535	17	3
10k_50k	10k - 50k	BG	Bulgaria	Alberto Alemanno		179635265973968	Facebook	1	1	2547	509	5	0
10k_50k	10k - 50k	BG	Bulgaria	Helping Hands for Underprivileged Schools		354530518737402	Facebook	1	1	2492	498	5	1
10k_50k	10k - 50k	BG	Bulgaria	Lope De Aguirre Productions		382404075827196	Facebook	1	1	2407	481	4	0
10k_50k	10k - 50k	BG	Bulgaria	Council of the European Union		147547541961576	Facebook	1	1	2377	475	4	0
10k_50k	10k - 50k	BG	Bulgaria	Vadim Rotari		516538278845787	Facebook	1	1	2184	436	4	0
10k_50k	10k - 50k	BG	Bulgaria	Young Europe is Voting		2185639191504586	Facebook	2	1	2090	418	2	0
10k_50k	10k - 50k	BG	Bulgaria	Deutschland.de		31292782350	Facebook	2	1	2078	415	4	0
10k_50k	10k - 50k	BG	Bulgaria	Pracuj w Unii		1436641159975378	Facebook	2	1	2043	408	0	0
10k_50k	10k - 50k	BG	Bulgaria	Kaunas Cultural Centre of Various Nations		633513786731961	Facebook	1	1	1955	391	3	0
10k_50k	10k - 50k	BG	Bulgaria	A Solution to Plastic Pollution - First International Online Summit		1098001547034272	Facebook	1	1	1952	390	19	3
