day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d114	2019-04-24	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	12	1	104459	22142	327	0
d114	2019-04-24	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	1	1	16666	3333	29	0
d114	2019-04-24	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	11575	4998	30	5
d114	2019-04-24	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	2	1	7737	1547	13	0
d114	2019-04-24	HR	Croatia	Kialo		729627343834501	Facebook	7	1	6040	2490	26	5
d114	2019-04-24	HR	Croatia	Medjimurje.info	Taradi Gorkic	948966671820077	Facebook	4	1	5247	2487	50	0
d114	2019-04-24	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	2	1	4750	2375	3	0
d114	2019-04-24	HR	Croatia	Mreža Antifašistkinja Zagreba		787731051321372	Facebook	1	1	4545	909	8	0
d114	2019-04-24	HR	Croatia	Neovisni za Hrvatsku NHR - Sesvete		537156370085526	Facebook	1	1	4545	909	8	0
d114	2019-04-24	HR	Croatia	The Epoch		218371925673146	Facebook	2	1	2674	1253	3	0
d114	2019-04-24	HR	Croatia	Gong	Gong	135611546456409	Facebook	2	1	2666	1333	23	0
d114	2019-04-24	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	1	1	2499	1249	22	0
d114	2019-04-24	HR	Croatia	Faktograf.hr	Faktograf.hr	1487935214842281	Facebook	1	1	1249	250	22	0
d114	2019-04-24	HR	Croatia	INA		258640607530666	Facebook	1	1	1218	243	2	0
d114	2019-04-24	HR	Croatia	UNICEF Europe & Central Asia		373536278864	Facebook	1	1	1050	420	0	0
d114	2019-04-24	HR	Croatia	Guardian Weekly		64525551258	Facebook	4	1	953	387	1	0
d114	2019-04-24	HR	Croatia	NewsMavens		145218379355757	Facebook	1	1	863	431	1	0
d114	2019-04-24	HR	Croatia	Gordan Maras		451079008266520	Facebook	1	1	714	357	7	0
d114	2019-04-24	HR	Croatia	Green Economy Congress		345051752533606	Facebook	1	1	510	102	10	0
d114	2019-04-24	HR	Croatia	Gorkić Taradi - Konobar s olovkom	Taradi Gorkic	1596258860660764	Facebook	1	1	476	238	4	0
d114	2019-04-24	HR	Croatia	The Good Lobby		1420129598280317	Facebook	3	1	297	85	1	0
d114	2019-04-24	HR	Croatia	Hrvatska akademska zajednica		355203304814553	Facebook	1	1	249	0	24	0
d114	2019-04-24	HR	Croatia	TRT World		1559901027613381	Facebook	1	1	209	104	0	0
d114	2019-04-24	HR	Croatia	Specijalna Bolnica Sv. Katarina		318302614872633	Facebook	1	1	197	98	1	0
d114	2019-04-24	HR	Croatia	Antun Babić kandidat za predsjednika države		1106971599482775	Facebook	2	1	181	0	16	0
