recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	DK	Denmark	2155	305	4830075	1443698	39920	9362
rd2	Last 2 days	2019-05-11	2019-05-12	DK	Denmark	2354	337	10236880	3124300	90057	21816
rd3	Last 3 days	2019-05-10	2019-05-12	DK	Denmark	2763	361	16397375	5005879	151430	36985
rd4	Last 4 days	2019-05-09	2019-05-12	DK	Denmark	2918	376	21558476	6569262	206738	50733
rd5	Last 5 days	2019-05-08	2019-05-12	DK	Denmark	3074	386	27108649	8316920	259278	63378
rd6	Last 6 days	2019-05-07	2019-05-12	DK	Denmark	3211	394	32142211	9944453	306084	75200
rw1	Last week	2019-05-06	2019-05-12	DK	Denmark	3335	405	34654830	10769085	329454	81006
rw2	Last 2 weeks	2019-04-29	2019-05-12	DK	Denmark	4494	511	48909650	15139530	453962	111135
rw3	Last 3 weeks	2019-04-22	2019-05-12	DK	Denmark	5085	609	59065651	18270835	543386	133639
rw4	Last 4 weeks	2019-04-15	2019-05-12	DK	Denmark	5605	716	66408484	20609499	617308	152233
rm1	Last month	2019-04-13	2019-05-12	DK	Denmark	5743	752	67760646	21029439	630417	155124
rm2	Last 2 months	2019-03-14	2019-05-12	DK	Denmark	7624	1196	85386578	26562457	815020	195310
rm3	Last 3 months	2019-02-12	2019-05-12	DK	Denmark	8436	1328	95008733	29492535	899884	213885
rm6	Last 6 months	2019-01-01	2019-05-12	DK	Denmark	8771	1373	98298413	30513194	928000	219862
