spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SI	Slovenia	2073	573	9894578	2700448	63364	3
50_100	50 - 100	SI	Slovenia	2267	563	194235	73448	908	131
100_1k	100 - 1k	SI	Slovenia	813	232	8818037	3819899	30392	9067
1k_5k	1k - 5k	SI	Slovenia	98	34	2404496	1083660	17981	3675
5k_10k	5k - 10k	SI	Slovenia	6	5	6977	3488	186	46
10k_50k	10k - 50k	SI	Slovenia	1	1	4858	2429	216	43
