location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	European Parliament		178362315106	Facebook	29	1	161729	75269	527	122
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	56	1	92070	36757	145	10
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	2	1	66034	16414	102	2
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	pametno.org	pametno.org	144815235686385	Facebook	23	1	47374	15887	87	3
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	38	1	38738	13580	123	11
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	21	1	38729	14649	81	10
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	18	1	36314	13746	59	4
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	42	1	32532	9966	288	2
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Ruža Tomašić		1434305366791182	Facebook	37	1	29770	7225	81	0
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	10	1	25959	7773	52	3
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	19	1	25049	7196	90	9
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Kialo		729627343834501	Facebook	275	1	18918	7971	84	21
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Eclectica		1379977375431894	Facebook	1	1	17068	8534	75	15
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	15721	7419	44	8
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	7	1	14997	6799	42	6
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	European Greens	European Greens	141366725876424	Facebook	11	1	14988	6622	49	14
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	7	1	14766	5163	26	1
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	40	1	12512	5875	30	8
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	6	1	10978	3826	24	2
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Electrolux Hrvatska		1229501663771543	Facebook	3	1	10426	5213	7	0
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	14	1	9480	2210	61	7
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	15	1	9468	2057	29	0
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Ranko Ostojić		414575348695604	Facebook	12	1	7874	2071	49	0
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	52	1	6149	2591	25	5
bjelovar_bilogora_county_HR	Bjelovar-Bilogora County, Croatia	Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	3	1	5240	1904	6	0
