spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	PT	Portugal	3603	1120	18267608	5545264	71656	13
50_100	50 - 100	PT	Portugal	3729	1049	1538487	637974	5551	951
100_1k	100 - 1k	PT	Portugal	1226	335	27305774	12215624	68465	19161
1k_5k	1k - 5k	PT	Portugal	143	45	6159066	3003085	36430	7662
5k_10k	5k - 10k	PT	Portugal	9	7	22786	11273	484	140
10k_50k	10k - 50k	PT	Portugal	1	1	10571	5285	470	94
