audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	PT	Portugal	3450	1015	9346351	3892974	27572	4610
m18_24	male (18-24)	PT	Portugal	3229	972	9126144	3848431	28660	5306
m25_34	male (25-34)	PT	Portugal	3622	1085	6363748	2650386	22661	4126
f25_34	female (25-34)	PT	Portugal	3968	1137	4825531	1956113	16476	2419
m35_44	male (35-44)	PT	Portugal	3527	1064	4221572	1679513	15026	2544
f35_44	female (35-44)	PT	Portugal	3877	1114	3723609	1444759	12600	1787
f45_54	female (45-54)	PT	Portugal	3845	1068	3050221	1159029	10806	1473
m45_54	male (45-54)	PT	Portugal	3454	1018	2752687	1067788	10660	1628
f55_64	female (55-64)	PT	Portugal	3091	951	2475760	929695	9380	1122
f65_	female (65+)	PT	Portugal	2608	834	1888947	709658	7566	930
m55_64	male (55-64)	PT	Portugal	2791	912	1801844	683537	7075	822
m65_	male (65+)	PT	Portugal	2430	803	1572321	600339	6256	734
f13_17	female (13-17)	PT	Portugal	508	204	818204	311019	1764	162
m13_17	male (13-17)	PT	Portugal	468	189	546976	208170	1255	130
u35_44	unknown (35-44)	PT	Portugal	2959	899	67240	26342	281	47
u25_34	unknown (25-34)	PT	Portugal	2919	879	54982	22147	237	41
u45_54	unknown (45-54)	PT	Portugal	2719	815	33610	12944	143	24
u18_24	unknown (18-24)	PT	Portugal	2209	687	27936	11240	109	17
u65_	unknown (65+)	PT	Portugal	1705	599	11946	4469	49	6
u55_64	unknown (55-64)	PT	Portugal	1924	679	11574	4322	46	6
u13_17	unknown (13-17)	PT	Portugal	300	146	2037	758	4	0
