country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	ile_de_france	Île-de-France	9120	2282	19757902	7052958	199247	30820
FR	France	rhone_alpes	Rhône-Alpes	7860	1850	7096306	2583399	79470	11955
FR	France	provence_alpes_cote_dazur	Provence-Alpes-Côte d'Azur	7839	1854	3919714	1267125	36787	3496
FR	France	nord_pas_de_calais	Nord-Pas-de-Calais	7442	1754	3827034	1454167	38611	6538
FR	France	lorraine	Lorraine	6977	1634	2982309	1109467	35836	5778
FR	France	languedoc_roussillon	Languedoc-Roussillon	7155	1658	2150108	709503	25207	3282
FR	France	bretagne	Bretagne	6949	1620	2005794	690584	23402	4869
FR	France	midi_pyrenees	Midi-Pyrénées	7154	1668	1947972	658024	15997	1778
FR	France	picardie	Picardie	6611	1568	1852248	662182	22046	3391
FR	France	pays_de_la_loire	Pays de la Loire	6995	1653	1677556	608486	21663	2848
