country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LV	Latvia	w020	Week 20	2019-05-13	2019-05-15	225	60	2097921	717467	8946	482
LV	Latvia	w019	Week 19	2019-05-06	2019-05-12	289	76	4639614	1768490	18585	1932
LV	Latvia	w018	Week 18	2019-04-29	2019-05-05	331	103	4796023	1758826	24827	3923
LV	Latvia	w017	Week 17	2019-04-22	2019-04-28	336	100	1870129	586267	8590	1184
LV	Latvia	w016	Week 16	2019-04-15	2019-04-21	354	118	816474	233680	5216	358
LV	Latvia	w015	Week 15	2019-04-08	2019-04-14	467	173	1603041	613275	5956	672
LV	Latvia	w014	Week 14	2019-04-01	2019-04-07	378	170	848497	314385	3873	485
LV	Latvia	w013	Week 13	2019-03-25	2019-03-31	346	149	455142	150404	4414	219
LV	Latvia	w012	Week 12	2019-03-18	2019-03-24	286	132	784256	182196	2463	41
LV	Latvia	w011	Week 11	2019-03-11	2019-03-17	182	83	419537	118251	1933	109
LV	Latvia	w010	Week 10	2019-03-04	2019-03-10	195	74	904953	339351	2825	274
LV	Latvia	w009	Week 9	2019-02-25	2019-03-03	95	48	389644	162200	930	71
LV	Latvia	w008	Week 8	2019-02-18	2019-02-24	82	43	282077	86692	862	67
LV	Latvia	w007	Week 7	2019-02-11	2019-02-17	52	33	29463	7466	156	7
LV	Latvia	w006	Week 6	2019-02-04	2019-02-10	43	22	15524	6845	110	16
LV	Latvia	w005	Week 5	2019-01-28	2019-02-03	56	23	10823	4233	71	4
LV	Latvia	w004	Week 4	2019-01-21	2019-01-27	45	20	10312	3889	24	1
LV	Latvia	w003	Week 3	2019-01-14	2019-01-20	58	24	27038	10678	151	19
LV	Latvia	w002	Week 2	2019-01-07	2019-01-13	39	20	4894	1496	57	0
LV	Latvia	w001	Week 1	2019-01-01	2019-01-06	32	16	2519	1144	17	1
