country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	0_50	0 - 50	6712	1293	105059962	30017229	471814	90
EL	Greece	50_100	50 - 100	6876	1274	1980226	756523	8185	1140
EL	Greece	100_1k	100 - 1k	1293	338	91140749	40408828	229423	55157
EL	Greece	1k_5k	1k - 5k	109	43	14708290	6868084	98095	20004
EL	Greece	5k_10k	5k - 10k	8	7	32247	16123	754	201
EL	Greece	10k_50k	10k - 50k	1	1	18323	9161	815	163
