advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	w019	Week 19	EE	Estonia	29	1	1124841	432156	3973	494
Isamaa erakond	Isamaa erakond	321163977576	Facebook	w019	Week 19	EE	Estonia	10	1	1014158	427499	4017	1271
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	w019	Week 19	EE	Estonia	26	1	595798	164909	2315	175
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	w019	Week 19	EE	Estonia	39	1	540269	139963	6206	600
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	w019	Week 19	EE	Estonia	41	1	493459	103499	4009	0
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	w019	Week 19	EE	Estonia	21	1	362963	131578	2138	233
European Parliament		178362315106	Facebook	w019	Week 19	EE	Estonia	8	1	307274	146102	1930	686
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	w019	Week 19	EE	Estonia	33	1	196701	38755	4018	199
Jaak Madison	Madison Jaak	536519246456733	Facebook	w019	Week 19	EE	Estonia	7	1	187884	39188	1228	169
Triin Saag	Saag Triin	2012394932389774	Facebook	w019	Week 19	EE	Estonia	31	1	178804	50794	2269	0
European Greens	European Greens	141366725876424	Facebook	w019	Week 19	EE	Estonia	7	1	162833	57227	575	85
Urmas Paet	Paet Urmas	223092011815453	Facebook	w019	Week 19	EE	Estonia	18	1	152488	32058	1327	37
Keskerakond	Keskerakond	161252453921396	Facebook	w019	Week 19	EE	Estonia	10	1	149992	36750	742	0
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	w019	Week 19	EE	Estonia	7	1	136886	50555	580	77
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	w019	Week 19	EE	Estonia	8	1	128228	28646	658	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	w019	Week 19	EE	Estonia	3	1	94283	21428	597	85
Riho Terras		2217643278496367	Facebook	w019	Week 19	EE	Estonia	1	1	49999	10000	499	100
Airis Meier Page	Reformierakond	250646808998831	Facebook	w019	Week 19	EE	Estonia	1	1	49999	10000	99	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w019	Week 19	EE	Estonia	12	1	41799	12989	668	0
Kalle Laanet Page	Reformierakond	141202956796859	Facebook	w019	Week 19	EE	Estonia	1	1	41665	8333	82	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	w019	Week 19	EE	Estonia	2	1	37165	9833	136	0
Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	w019	Week 19	EE	Estonia	7	1	28662	5333	428	0
Reformierakond	Reformierakond	80124492882	Facebook	w019	Week 19	EE	Estonia	3	1	19747	8749	232	0
Yoko Alender		709212302463805	Facebook	w019	Week 19	EE	Estonia	3	1	7713	1371	220	0
Okupatsioonide ja vabaduse muuseum Vabamu		392862200823977	Facebook	w019	Week 19	EE	Estonia	1	1	4999	999	98	0
