country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	attica_region	Attica (region)	5965	1133	52062730	18732508	218348	19306
EL	Greece	central_macedonia	Central Macedonia	4952	968	13404718	4531433	61977	3283
EL	Greece	eastern_macedonia_and_thrace	Eastern Macedonia and Thrace	3985	778	4536757	1435688	20104	676
EL	Greece	crete	Crete	4119	807	4262362	1412703	14812	489
EL	Greece	southern_aegean	Southern Aegean	3970	795	4154095	1198821	12923	537
EL	Greece	western_greece	Western Greece	4178	806	3583186	1068219	22394	414
EL	Greece	thessaly	Thessaly	4166	821	2663171	917656	14153	435
EL	Greece	epirus_region	Epirus (region)	3910	769	2469101	631110	12029	374
EL	Greece	peloponnese_region	Peloponnese (region)	4017	785	2414881	635796	14884	199
EL	Greece	central_greece_region	Central Greece (region)	4308	817	1080555	321888	7726	193
EL	Greece	western_macedonia	Western Macedonia	3581	694	556648	184445	3229	161
EL	Greece	northern_aegean	Northern Aegean	3635	719	368212	113501	2457	47
EL	Greece	ionian_islands_region	Ionian Islands (region)	3771	762	257666	67518	958	23
