recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	PL	Poland	1308	238	6590787	2299972	24361	4258
rd2	Last 2 days	2019-05-15	2019-05-16	PL	Poland	1492	257	14603742	5034840	54263	9385
rd3	Last 3 days	2019-05-14	2019-05-16	PL	Poland	1635	272	22615925	7889095	84679	15276
rd4	Last 4 days	2019-05-13	2019-05-16	PL	Poland	1753	291	29320332	10310110	107668	20048
rd5	Last 5 days	2019-05-12	2019-05-16	PL	Poland	1887	302	35204386	12486201	124997	23747
rd6	Last 6 days	2019-05-11	2019-05-16	PL	Poland	2014	314	41451598	14851670	141838	27219
rw1	Last week	2019-05-10	2019-05-16	PL	Poland	2554	324	47234297	16687948	158074	30493
rw2	Last 2 weeks	2019-05-03	2019-05-16	PL	Poland	3296	400	75013587	26791020	228184	44572
rw3	Last 3 weeks	2019-04-26	2019-05-16	PL	Poland	3877	504	93634851	34160568	281179	55405
rw4	Last 4 weeks	2019-04-19	2019-05-16	PL	Poland	4277	626	100244904	36407401	303137	59285
rm1	Last month	2019-04-17	2019-05-16	PL	Poland	4405	670	102466897	37165513	310492	60614
rm2	Last 2 months	2019-03-18	2019-05-16	PL	Poland	7000	1435	151877521	55412799	437728	82725
rm3	Last 3 months	2019-02-16	2019-05-16	PL	Poland	7771	1642	167063750	60742379	476584	88805
rm6	Last 6 months	2019-01-01	2019-05-16	PL	Poland	8027	1702	172210155	62810513	489681	91838
