recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	AT	Austria	1449	151	10744230	4067331	117479	19156
rd2	Last 2 days	2019-05-25	2019-05-26	AT	Austria	1729	187	23931803	9149829	269305	47028
rd3	Last 3 days	2019-05-24	2019-05-26	AT	Austria	1944	205	36809196	14150352	410522	73888
rd4	Last 4 days	2019-05-23	2019-05-26	AT	Austria	2087	213	46441957	17766804	498703	89795
rd5	Last 5 days	2019-05-22	2019-05-26	AT	Austria	2226	227	53718138	20492849	556311	100814
rd6	Last 6 days	2019-05-21	2019-05-26	AT	Austria	2343	230	60938078	23038087	611187	110625
rw1	Last week	2019-05-20	2019-05-26	AT	Austria	2412	236	64417496	24257331	637352	115059
rw2	Last 2 weeks	2019-05-13	2019-05-26	AT	Austria	2496	242	70316674	26557551	682250	123901
rw3	Last 3 weeks	2019-05-06	2019-05-26	AT	Austria	2496	242	70316674	26557551	682250	123901
rw4	Last 4 weeks	2019-04-29	2019-05-26	AT	Austria	2496	242	70316674	26557551	682250	123901
rm1	Last month	2019-04-27	2019-05-26	AT	Austria	2496	242	70316674	26557551	682250	123901
rm2	Last 2 months	2019-03-28	2019-05-26	AT	Austria	2496	242	70316674	26557551	682250	123901
rm3	Last 3 months	2019-02-26	2019-05-26	AT	Austria	2496	242	70316674	26557551	682250	123901
rm6	Last 6 months	2019-01-01	2019-05-26	AT	Austria	2496	242	70316674	26557551	682250	123901
