advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Declic	Declic	686190454826244	Facebook	ilfov_county_RO	Ilfov County, Romania	8	1	260576	126283	287	78
Romania #nuepsd	Future Innovation	293215748279337	Facebook	ilfov_county_RO	Ilfov County, Romania	10	1	149284	60868	65	30
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	ilfov_county_RO	Ilfov County, Romania	76	1	73110	35194	169	36
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	ilfov_county_RO	Ilfov County, Romania	52	1	68894	29333	175	45
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	ilfov_county_RO	Ilfov County, Romania	72	1	59677	25082	147	37
Partidul Naţional Liberal		181375448581167	Facebook	ilfov_county_RO	Ilfov County, Romania	82	1	46939	19563	74	19
România în primul rând	Future Innovation	770704223323599	Facebook	ilfov_county_RO	Ilfov County, Romania	29	1	23101	10182	16	4
European Parliament		178362315106	Facebook	ilfov_county_RO	Ilfov County, Romania	56	1	15265	6434	59	7
European Commission		107898832590939	Facebook	ilfov_county_RO	Ilfov County, Romania	11	1	15176	7528	43	10
Silvia Dinică		1128229287275038	Facebook	ilfov_county_RO	Ilfov County, Romania	10	1	15057	6318	27	7
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	ilfov_county_RO	Ilfov County, Romania	32	1	11231	5196	32	9
USR Popești-Leordeni	Uniunea Salvați România	606150482842878	Facebook	ilfov_county_RO	Ilfov County, Romania	2	1	10998	5000	41	0
Eco friendly home		547824632336134	Facebook	ilfov_county_RO	Ilfov County, Romania	3	1	10995	5076	11	4
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	ilfov_county_RO	Ilfov County, Romania	10	1	9972	4732	13	3
George Simion Unire		294035851052538	Facebook	ilfov_county_RO	Ilfov County, Romania	17	1	9850	2598	25	0
Kialo		729627343834501	Facebook	ilfov_county_RO	Ilfov County, Romania	179	1	7610	3151	46	11
Dacian Cioloş		107543802616247	Facebook	ilfov_county_RO	Ilfov County, Romania	2	1	6939	1387	14	2
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	ilfov_county_RO	Ilfov County, Romania	16	1	6761	3174	6	1
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	ilfov_county_RO	Ilfov County, Romania	17	1	6290	2745	9	2
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	ilfov_county_RO	Ilfov County, Romania	28	1	5935	2803	15	4
USR Ilfov	USR Ilfov	1871260176434584	Facebook	ilfov_county_RO	Ilfov County, Romania	5	1	5708	942	40	0
Litere.net	litere.net	1504323906337545	Facebook	ilfov_county_RO	Ilfov County, Romania	11	1	5667	2585	4	1
Oxigen pentru Romania		1950612258307539	Facebook	ilfov_county_RO	Ilfov County, Romania	1	1	5608	1121	23	11
Expose.ro		510817996110975	Facebook	ilfov_county_RO	Ilfov County, Romania	1	1	5600	1120	11	2
George Simion		2212856535602171	Facebook	ilfov_county_RO	Ilfov County, Romania	17	1	5384	2210	11	3
