advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	227	1	1087691	438188	5378	1418
European Parliament		178362315106	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	52	1	372250	158411	3227	1197
Camilla Gunell till EU 2019		360575481205047	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	11	1	131676	26887	691	28
Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	5	1	94536	20213	365	36
Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	28	1	82166	17779	1109	0
Christoffer Ingo		803386486399268	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	6	1	80803	21916	591	0
Vihreät - De Gröna		33722070600	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	31	1	69209	27437	316	68
Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	38	1	68152	8040	3566	0
Svensk Ungdom - RKP-nuoret		172659206933	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	9	1	62856	15836	234	0
Martin Norrgård	Martin Norrgårds stödförening	104405313050307	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	5	1	56643	10943	432	0
Vaasan kaupunki - Vasa stad		189316077837221	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	48481	9696	95	0
Oatly		585888148224935	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	5	1	47947	19346	253	61
Mikko till riksdagen - eduskuntaan		111436698934569	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	47071	9414	469	94
Miapetra Kumpula-Natri		922311201130062	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	19	1	41489	12064	560	98
Ramieza Mahdi		268670670234757	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	10	1	31106	5487	907	0
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	13	1	24955	9186	212	53
FDUV		121513551305779	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	23409	4682	46	0
Anna Jungner-Nordgren		126206450772264	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	2	1	22000	4592	219	42
Nils Torvalds		343089085765596	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	2	1	21672	4334	61	0
SLC		126812894035597	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	20058	4011	200	40
SFP i Österbotten		356301551123582	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	6	1	19830	3709	494	0
Mikkel Näkkäläjärvi		617733068345315	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	33	1	18467	4874	302	0
Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	4	1	17304	6852	230	0
Niclas Sjöskog		515822055510688	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	3	1	17195	5669	266	0
XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	26	1	17067	6432	115	4
Kialo		729627343834501	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	276	1	16058	6411	115	32
WWF Suomi		119054448115588	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	7	1	15887	7636	67	16
K-Supermarket		380462231997295	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	6	1	14596	6263	277	62
Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	31	1	14071	3085	198	15
Sirpa Pietikäinen		140188405326	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	10	1	13596	3597	242	54
Kokoomus		201285237101	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	12	1	12324	2451	565	2
