advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	58	1	992495	461411	4070	1503
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	34	1	777325	197446	3388	896
ČSSD	ČSSD	111041662264882	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	579	1	736719	196220	3526	870
TOP 09	TOP 09	90002267161	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	19	1	445502	169279	722	196
European Commission		107898832590939	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	16	1	429159	197171	1692	394
HLAS	První prezidentská	320144481956623	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	74	1	421923	110233	603	160
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	99	1	324376	112312	1404	46
Kialo		729627343834501	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	346	1	304519	119540	2066	498
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	89	1	279837	67086	196	50
Gambrinus		146991996743	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	3	1	235129	105529	1777	355
Tomáš Zdechovský		275042429350706	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	24	1	180621	80087	974	243
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	24	1	148107	38679	564	128
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	33	1	147763	36565	372	102
Evropa společně		535611970260854	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	35	1	142037	41678	410	63
KDU-ČSL		251656685576	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	27	1	134001	50286	373	73
Daniel Herman		378072105614553	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	10	1	130240	50598	143	50
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	14	1	129422	44992	301	105
Česká pirátská strana		109323929038	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	16	1	127540	52230	261	53
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	5	1	124841	27968	479	117
Pavel Poc	Poc Pavel	202974613060409	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	15	1	115141	41952	240	83
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	45	1	111535	38541	281	76
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	17	1	87742	27244	330	78
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	11	1	82054	20356	181	42
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	33	1	76608	21309	199	51
Roman Kriz	Kriz Roman	382745889213194	Facebook	south_moravian_region_CZ	South Moravian Region, Czechia	97	1	69741	14099	230	49
