advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EPP Group in the European Parliament		291699857688	Facebook	w009	Week 9	PT	Portugal	1	1	139378	55751	139	27
Carlos Coelho		306796832807017	Facebook	w009	Week 9	PT	Portugal	2	1	125204	62602	624	125
European Parliament		178362315106	Facebook	w009	Week 9	PT	Portugal	3	1	56312	11262	159	0
Forum para a Competitividade		379577608813318	Facebook	w009	Week 9	PT	Portugal	1	1	35048	17524	34	0
CHEGA		1989920374407828	Facebook	w009	Week 9	PT	Portugal	1	1	34917	17458	34	0
Um universitário também chora		1429916380583545	Facebook	w009	Week 9	PT	Portugal	3	1	29348	5869	58	0
Página Miguel Viegas		194651341130667	Facebook	w009	Week 9	PT	Portugal	3	1	28673	9825	97	13
Maré Feminista		345486986299456	Facebook	w009	Week 9	PT	Portugal	1	1	24999	5000	49	0
Transportes Tr		165201043582796	Facebook	w009	Week 9	PT	Portugal	1	1	19437	3887	38	0
Save The Seas		2203608429682203	Facebook	w009	Week 9	PT	Portugal	1	1	18257	9128	18	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w009	Week 9	PT	Portugal	6	1	16665	6067	95	23
Greens/EFA in the European Parliament		150527751674751	Facebook	w009	Week 9	PT	Portugal	2	1	13621	2724	24	0
Kialo		729627343834501	Facebook	w009	Week 9	PT	Portugal	3	1	12927	3652	53	8
Resgatar a Democracia		967893453300690	Facebook	w009	Week 9	PT	Portugal	1	1	9999	5000	99	0
DRH Lindersvold		512374155442078	Facebook	w009	Week 9	PT	Portugal	1	1	9202	1840	12	2
350.org		12185972707	Facebook	w009	Week 9	PT	Portugal	4	1	7869	1573	26	0
Perdurabo		380940568683973	Facebook	w009	Week 9	PT	Portugal	1	1	6763	3381	6	0
PSD Albufeira		194970191419494	Facebook	w009	Week 9	PT	Portugal	1	1	6666	1333	13	0
Ami Horowitz		42597808880	Facebook	w009	Week 9	PT	Portugal	3	1	4658	1081	41	7
Luciana �		899574380236185	Facebook	w009	Week 9	PT	Portugal	2	1	4339	867	5	0
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	w009	Week 9	PT	Portugal	1	1	4079	2039	20	4
PS Alcochete		277343975781209	Facebook	w009	Week 9	PT	Portugal	1	1	3749	1875	37	0
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	w009	Week 9	PT	Portugal	2	1	2899	1080	4	0
Paulo Sande Europa 2019		1181801021944578	Facebook	w009	Week 9	PT	Portugal	1	1	2542	508	50	0
EU Citizens Alliance		1122069994636814	Facebook	w009	Week 9	PT	Portugal	1	1	2250	450	4	0
Council of the European Union		147547541961576	Facebook	w009	Week 9	PT	Portugal	1	1	1824	912	9	1
Hostelsclub		444410118962332	Facebook	w009	Week 9	PT	Portugal	1	1	1399	279	2	0
The Munk Debates		259282224084288	Facebook	w009	Week 9	PT	Portugal	1	1	1270	254	1	0
Sempre Avanti - Europa per Giachetti Ascani		536620483519486	Facebook	w009	Week 9	PT	Portugal	1	1	1203	240	23	0
Arcticus		1963942027266663	Facebook	w009	Week 9	PT	Portugal	1	1	1181	590	13	0
Aliança Açores		361578891262274	Facebook	w009	Week 9	PT	Portugal	1	1	1015	203	2	0
Estrategizando		286165641882132	Facebook	w009	Week 9	PT	Portugal	1	1	872	436	8	0
ETUC		129041250601685	Facebook	w009	Week 9	PT	Portugal	1	1	649	324	1	0
Manuel Pizarro		227923324008750	Facebook	w009	Week 9	PT	Portugal	1	1	599	0	59	0
Chug Bottles		1781974005205686	Facebook	w009	Week 9	PT	Portugal	1	1	534	267	0	0
Le Monde		14892757589	Facebook	w009	Week 9	PT	Portugal	6	1	506	201	0	0
Melba Culp		902971599738051	Facebook	w009	Week 9	PT	Portugal	9	1	437	145	1	0
Empreender Sem Fronteiras		145572599536268	Facebook	w009	Week 9	PT	Portugal	1	1	415	83	0	0
