advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	u	unknown	UK	United Kingdom	3177	1	1478966	517184	23472	4210
Britain's Future	Britain's Future	1625300137516491	Facebook	u	unknown	UK	United Kingdom	3997	1	1165295	348661	14180	1993
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u	unknown	UK	United Kingdom	2166	1	896286	300570	11487	1119
Best For Britain	Best for Britain	1863944713844924	Facebook	u	unknown	UK	United Kingdom	740	1	606056	255566	8236	1969
38 Degrees	38 Degrees	200006375787	Facebook	u	unknown	UK	United Kingdom	631	1	474023	172044	3321	484
The Labour Party	The Labour Party	25749647410	Facebook	u	unknown	UK	United Kingdom	605	1	439453	169882	3886	795
Conservatives	The Conservative Party	8807334278	Facebook	u	unknown	UK	United Kingdom	1261	1	409555	154937	5494	735
We are the 52%	We are the 52%	466744973727718	Facebook	u	unknown	UK	United Kingdom	278	1	317626	116607	893	119
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u	unknown	UK	United Kingdom	539	1	255986	91210	3559	597
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u	unknown	UK	United Kingdom	619	1	250083	90230	5069	897
Kialo		729627343834501	Facebook	u	unknown	UK	United Kingdom	337	1	185115	74318	1962	521
The Brexit Party	The Brexit Party	230416667843105	Facebook	u	unknown	UK	United Kingdom	83	1	181916	85662	2520	718
Right To Vote	Right to Vote	408236463256774	Facebook	u	unknown	UK	United Kingdom	350	1	153398	38987	1331	192
Amnesty International UK		7624294394	Facebook	u	unknown	UK	United Kingdom	83	1	131511	57275	1296	422
Scientists for EU	Scientists for EU	642444842524195	Facebook	u	unknown	UK	United Kingdom	62	1	127063	41105	856	144
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	u	unknown	UK	United Kingdom	132	1	115716	40952	787	167
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	u	unknown	UK	United Kingdom	69	1	85387	30747	1339	285
London Labour Party	The London Labour Party 	474613052643462	Facebook	u	unknown	UK	United Kingdom	83	1	83084	31532	1101	228
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	u	unknown	UK	United Kingdom	126	1	80833	29426	663	129
Property & Business Info		562032903912680	Facebook	u	unknown	UK	United Kingdom	276	1	74290	21589	1155	171
The Week UK	The Week	177855115588808	Facebook	u	unknown	UK	United Kingdom	126	1	72747	24198	815	139
London Gov	the Greater London Authority	713179875369048	Facebook	u	unknown	UK	United Kingdom	38	1	57709	24550	605	114
TheArticle	TheArticle	607840469632004	Facebook	u	unknown	UK	United Kingdom	25	1	57457	25565	756	168
School Cuts	National Education Union	871798409656672	Facebook	u	unknown	UK	United Kingdom	151	1	57014	13245	573	91
Labour Future	Labour Future	112846662487263	Facebook	u	unknown	UK	United Kingdom	24	1	56886	25101	462	95
