country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	w020	Week 20	2019-05-13	2019-05-15	4470	225	18903386	5809338	204296	18520
AT	Austria	w019	Week 19	2019-05-06	2019-05-12	5059	269	42849406	14060713	420401	51642
AT	Austria	w018	Week 18	2019-04-29	2019-05-05	4487	292	35781626	12761426	328739	55024
AT	Austria	w017	Week 17	2019-04-22	2019-04-28	3261	294	21495631	7648777	196154	30989
AT	Austria	w016	Week 16	2019-04-15	2019-04-21	2267	345	11125322	3838028	85989	12104
AT	Austria	w015	Week 15	2019-04-08	2019-04-14	1957	520	9636740	3299933	75620	11207
AT	Austria	w014	Week 14	2019-04-01	2019-04-07	1539	527	7215761	2434493	64464	9065
AT	Austria	w013	Week 13	2019-03-25	2019-03-31	1221	416	5938813	2095969	51052	7278
AT	Austria	w012	Week 12	2019-03-18	2019-03-24	1043	353	5101766	1744694	45957	5330
AT	Austria	w011	Week 11	2019-03-11	2019-03-17	729	255	5062887	1915070	43620	6565
AT	Austria	w010	Week 10	2019-03-04	2019-03-10	504	159	1789054	647079	16037	1998
AT	Austria	w009	Week 9	2019-02-25	2019-03-03	361	107	1795449	661668	12516	1764
AT	Austria	w008	Week 8	2019-02-18	2019-02-24	264	92	916477	304308	11896	1724
AT	Austria	w007	Week 7	2019-02-11	2019-02-17	193	77	1118125	388509	8799	1224
AT	Austria	w006	Week 6	2019-02-04	2019-02-10	182	70	819459	273536	7203	924
AT	Austria	w005	Week 5	2019-01-28	2019-02-03	224	67	788193	249414	9090	1294
AT	Austria	w004	Week 4	2019-01-21	2019-01-27	162	53	788432	263351	8209	1170
AT	Austria	w003	Week 3	2019-01-14	2019-01-20	146	54	652324	229271	5992	956
AT	Austria	w002	Week 2	2019-01-07	2019-01-13	98	43	570252	213604	4762	828
AT	Austria	w001	Week 1	2019-01-01	2019-01-06	90	34	957442	400331	6294	1296
