audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	FI	Finland	3841	918	8025240	2910826	71251	13887
f25_34	female (25-34)	FI	Finland	4353	1021	7019073	2513413	66327	12132
m25_34	male (25-34)	FI	Finland	4028	978	6070635	2146686	60911	10486
m18_24	male (18-24)	FI	Finland	3589	880	5747882	2079570	55955	10558
f35_44	female (35-44)	FI	Finland	4320	1018	5581842	1987553	54757	9686
m35_44	male (35-44)	FI	Finland	3996	985	4753951	1666683	47738	7899
f45_54	female (45-54)	FI	Finland	3979	986	4395458	1550609	43206	7056
f55_64	female (55-64)	FI	Finland	3356	926	3771051	1309686	37355	4993
m45_54	male (45-54)	FI	Finland	3711	945	3691543	1281516	37664	5530
f65_	female (65+)	FI	Finland	3009	841	3634092	1204381	37555	4644
m55_64	male (55-64)	FI	Finland	3155	893	2815814	956593	28924	3366
m65_	male (65+)	FI	Finland	2851	813	2313899	754697	24275	2682
f13_17	female (13-17)	FI	Finland	432	149	604829	212536	4046	293
m13_17	male (13-17)	FI	Finland	404	142	349386	123498	2557	177
u35_44	unknown (35-44)	FI	Finland	3441	896	268426	94555	2533	425
u25_34	unknown (25-34)	FI	Finland	3337	858	188733	65928	1770	291
u45_54	unknown (45-54)	FI	Finland	3050	822	123906	43569	1237	191
u55_64	unknown (55-64)	FI	Finland	2398	751	65163	22034	653	80
u65_	unknown (65+)	FI	Finland	2135	677	55162	18125	531	60
u18_24	unknown (18-24)	FI	Finland	2481	684	52586	18176	502	82
u13_17	unknown (13-17)	FI	Finland	274	128	2613	925	23	1
