week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	SI	Slovenia	536	86	3172006	923398	23656	811
w019	Week 19	2019-05-06	2019-05-12	SI	Slovenia	477	84	3360143	1105842	21581	1827
w018	Week 18	2019-04-29	2019-05-05	SI	Slovenia	459	102	4642316	1785857	20647	3894
w017	Week 17	2019-04-22	2019-04-28	SI	Slovenia	426	108	2932518	1176465	17962	2684
w016	Week 16	2019-04-15	2019-04-21	SI	Slovenia	418	140	828044	260738	4095	176
w015	Week 15	2019-04-08	2019-04-14	SI	Slovenia	582	212	1883804	760507	7620	1056
w014	Week 14	2019-04-01	2019-04-07	SI	Slovenia	476	211	1801170	658971	6783	1075
w013	Week 13	2019-03-25	2019-03-31	SI	Slovenia	316	157	644873	231660	2244	227
w012	Week 12	2019-03-18	2019-03-24	SI	Slovenia	272	138	444451	130015	2655	96
w011	Week 11	2019-03-11	2019-03-17	SI	Slovenia	175	86	610307	202907	2273	303
w010	Week 10	2019-03-04	2019-03-10	SI	Slovenia	213	78	441691	151480	2222	158
w009	Week 9	2019-02-25	2019-03-03	SI	Slovenia	107	53	46602	14224	595	8
w008	Week 8	2019-02-18	2019-02-24	SI	Slovenia	78	45	49150	23110	219	45
w007	Week 7	2019-02-11	2019-02-17	SI	Slovenia	57	35	22558	5063	59	4
w006	Week 6	2019-02-04	2019-02-10	SI	Slovenia	56	26	227305	52831	585	35
w005	Week 5	2019-01-28	2019-02-03	SI	Slovenia	58	22	40203	10145	106	5
w004	Week 4	2019-01-21	2019-01-27	SI	Slovenia	46	18	3143	1207	17	1
w003	Week 3	2019-01-14	2019-01-20	SI	Slovenia	59	22	54050	23454	237	42
w002	Week 2	2019-01-07	2019-01-13	SI	Slovenia	45	22	60819	12330	412	1
w001	Week 1	2019-01-01	2019-01-06	SI	Slovenia	31	15	6464	2897	27	4
