audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	LT	Lithuania	352	62	3200642	1261049	11231	2327
m18_24	male (18-24)	LT	Lithuania	330	60	2482804	948840	8840	1743
f45_54	female (45-54)	LT	Lithuania	342	62	2386058	954097	12965	2541
f55_64	female (55-64)	LT	Lithuania	319	61	2332182	896443	12259	2225
f25_34	female (25-34)	LT	Lithuania	359	62	2267167	901403	8360	1601
f18_24	female (18-24)	LT	Lithuania	337	60	2088577	789644	7679	1362
f35_44	female (35-44)	LT	Lithuania	367	63	1718399	685281	7331	1415
m35_44	male (35-44)	LT	Lithuania	360	62	1571741	626680	6188	1238
m45_54	male (45-54)	LT	Lithuania	330	61	1328638	544669	6076	1187
f65_	female (65+)	LT	Lithuania	288	55	1103499	401930	5710	941
m55_64	male (55-64)	LT	Lithuania	306	60	798831	314489	3733	675
m65_	male (65+)	LT	Lithuania	280	55	356272	135986	1687	291
f13_17	female (13-17)	LT	Lithuania	40	8	34575	11928	87	10
m13_17	male (13-17)	LT	Lithuania	40	8	28145	9913	76	9
u35_44	unknown (35-44)	LT	Lithuania	327	58	28118	11228	125	21
u25_34	unknown (25-34)	LT	Lithuania	310	56	20469	8185	79	14
u45_54	unknown (45-54)	LT	Lithuania	259	52	7852	3030	42	7
u55_64	unknown (55-64)	LT	Lithuania	212	53	4121	1579	20	3
u18_24	unknown (18-24)	LT	Lithuania	242	49	4059	1549	15	2
u65_	unknown (65+)	LT	Lithuania	206	47	3179	1182	16	2
u13_17	unknown (13-17)	LT	Lithuania	36	7	112	41	0	0
