advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	f55_64	female (55-64)	IE	Ireland	33	1	249253	108974	2056	438
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	f55_64	female (55-64)	IE	Ireland	186	1	157201	55128	948	214
Fine Gael	Fine Gael	264172043210	Facebook	f55_64	female (55-64)	IE	Ireland	8	1	135066	57572	738	215
Matt Carthy	Carthy Matt	580216935345125	Facebook	f55_64	female (55-64)	IE	Ireland	37	1	110609	30358	499	42
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	f55_64	female (55-64)	IE	Ireland	3	1	109492	54746	543	108
Fianna Fáil	Fianna Fáil	222629035132	Facebook	f55_64	female (55-64)	IE	Ireland	41	1	101339	31974	336	56
European Parliament		178362315106	Facebook	f55_64	female (55-64)	IE	Ireland	71	1	95714	34884	415	96
Facebook Ireland	Facebook Ireland	43110923010	Facebook	f55_64	female (55-64)	IE	Ireland	4	1	88877	35551	888	177
European Greens		141366725876424	Facebook	f55_64	female (55-64)	IE	Ireland	22	1	69948	33747	655	172
Women for Election	Women for Election	115885998520125	Facebook	f55_64	female (55-64)	IE	Ireland	10	1	69271	28450	401	76
Mark Durkan	Fine Gael	2002340613394109	Facebook	f55_64	female (55-64)	IE	Ireland	13	1	61686	15284	291	31
Sean Kelly MEP		340786422717552	Facebook	f55_64	female (55-64)	IE	Ireland	74	1	61023	24165	549	32
Maria Walsh	Fine Gael	883806764992893	Facebook	f55_64	female (55-64)	IE	Ireland	18	1	58078	13064	484	88
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	f55_64	female (55-64)	IE	Ireland	17	1	56571	14535	159	19
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	f55_64	female (55-64)	IE	Ireland	13	1	48249	16330	181	17
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	f55_64	female (55-64)	IE	Ireland	6	1	46737	20675	355	135
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	f55_64	female (55-64)	IE	Ireland	28	1	43232	9122	222	10
merrionstreet.ie		116635611711738	Facebook	f55_64	female (55-64)	IE	Ireland	2	1	39822	19911	140	28
Alex White	Mc Kinney Eunan Anthony	58389344622	Facebook	f55_64	female (55-64)	IE	Ireland	6	1	38396	10292	116	5
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	f55_64	female (55-64)	IE	Ireland	16	1	35159	7429	118	7
Oxfam		201612129410	Facebook	f55_64	female (55-64)	IE	Ireland	5	1	34923	17368	163	70
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	f55_64	female (55-64)	IE	Ireland	16	1	34562	7556	178	15
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	f55_64	female (55-64)	IE	Ireland	10	1	34375	11961	119	16
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	f55_64	female (55-64)	IE	Ireland	15	1	34285	9104	331	41
Department of Foreign Affairs and Trade		449282445418073	Facebook	f55_64	female (55-64)	IE	Ireland	1	1	31090	12436	310	62
