advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	rd2	Last 2 days	AT	Austria	543	1	3057721	1015921	23994	3178
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd2	Last 2 days	AT	Austria	1204	1	1284802	276572	28751	824
Die Grünen	Die Grünen	21759893033	Facebook	rd2	Last 2 days	AT	Austria	45	1	991542	301090	8567	1519
Andreas Schieder	SPÖ	290881691011354	Facebook	rd2	Last 2 days	AT	Austria	52	1	949165	320071	7726	1296
Stadt Wien	Stadt Wien	110971788921077	Facebook	rd2	Last 2 days	AT	Austria	50	1	926842	325428	4528	714
Harald Vilimsky		547597092025909	Facebook	rd2	Last 2 days	AT	Austria	8	1	750495	350000	5545	1500
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	rd2	Last 2 days	AT	Austria	519	1	403570	103592	6532	66
Claudia Gamon	NEOS	447992848717452	Facebook	rd2	Last 2 days	AT	Austria	22	1	402978	101000	2977	200
kontrast.at	kontrast.at	1079650008770485	Facebook	rd2	Last 2 days	AT	Austria	21	1	392583	101005	3290	589
Othmar Karas	Volkspartei	395638503864459	Facebook	rd2	Last 2 days	AT	Austria	337	1	301055	42933	14615	66
Europäisches Parlament Österreich		124468054313069	Facebook	rd2	Last 2 days	AT	Austria	34	1	289547	120176	1076	395
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	rd2	Last 2 days	AT	Austria	109	1	227945	51000	5395	0
Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	rd2	Last 2 days	AT	Austria	19	1	190662	81733	849	206
European Greens	European Greens	141366725876424	Facebook	rd2	Last 2 days	AT	Austria	7	1	179533	75509	2139	430
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	rd2	Last 2 days	AT	Austria	11	1	130254	36110	950	186
1Europa	Peter Glawischnig	320389701908367	Facebook	rd2	Last 2 days	AT	Austria	11	1	123472	25795	629	15
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	rd2	Last 2 days	AT	Austria	174	1	112427	17897	3360	0
Werner Kogler	Die Grünen	133612666671985	Facebook	rd2	Last 2 days	AT	Austria	6	1	109283	23357	770	128
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	rd2	Last 2 days	AT	Austria	2	1	99998	20000	198	0
Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	rd2	Last 2 days	AT	Austria	19	1	96407	32249	874	0
Wochenblick	Wochenblick	991628130904203	Facebook	rd2	Last 2 days	AT	Austria	3	1	94165	38833	965	383
Sarah Wiener	Die Grünen	970529566390833	Facebook	rd2	Last 2 days	AT	Austria	4	1	88861	30681	247	18
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	rd2	Last 2 days	AT	Austria	43	1	88507	24955	1459	45
Christian Zoll		601419393620184	Facebook	rd2	Last 2 days	AT	Austria	2	1	69998	34000	132	0
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	rd2	Last 2 days	AT	Austria	27	1	66842	15658	302	0
