country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	f	female	10983	1399	70856043	24523588	669678	89369
AT	Austria	m	male	10682	1367	90961302	31222359	864969	121760
AT	Austria	u	unknown	8500	1255	775291	260437	7561	990
