region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
attica_region	Attica (region)	EL	Greece	6427	1186	58551004	20972704	249858	24002
central_greece_region	Central Greece (region)	EL	Greece	4658	861	1227083	360959	8821	202
central_macedonia	Central Macedonia	EL	Greece	5322	1009	15270754	5189490	68200	3750
crete	Crete	EL	Greece	4446	852	4869872	1653229	19009	941
eastern_macedonia_and_thrace	Eastern Macedonia and Thrace	EL	Greece	4300	813	5596759	1748104	22851	798
epirus_region	Epirus (region)	EL	Greece	4210	808	2835374	737371	13480	382
ionian_islands_region	Ionian Islands (region)	EL	Greece	4051	797	295581	76621	1219	24
northern_aegean	Northern Aegean	EL	Greece	3921	753	440150	131810	2680	49
peloponnese_region	Peloponnese (region)	EL	Greece	4308	825	2484650	662456	15524	211
southern_aegean	Southern Aegean	EL	Greece	4294	831	4868761	1424074	16242	943
thessaly	Thessaly	EL	Greece	4477	857	3291562	1104574	16023	563
western_greece	Western Greece	EL	Greece	4484	845	4158112	1284538	23983	436
western_macedonia	Western Macedonia	EL	Greece	3859	728	631221	202634	3305	167
