recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	PL	Poland	875	140	2068805	660277	5243	749
rd2	Last 2 days	2019-05-06	2019-05-07	PL	Poland	1045	159	5311958	1747191	15054	1890
rd3	Last 3 days	2019-05-05	2019-05-07	PL	Poland	1141	181	8208320	2781769	21954	3082
rd4	Last 4 days	2019-05-04	2019-05-07	PL	Poland	1216	197	12660773	4523261	31654	5161
rd5	Last 5 days	2019-05-03	2019-05-07	PL	Poland	1314	212	17219882	6268391	41543	7216
rd6	Last 6 days	2019-05-02	2019-05-07	PL	Poland	1370	224	21430974	7919920	50643	9095
rw1	Last week	2019-05-01	2019-05-07	PL	Poland	1445	240	25195022	9433795	59035	10803
rw2	Last 2 weeks	2019-04-24	2019-05-07	PL	Poland	1959	353	37830062	14178770	97861	17860
rw3	Last 3 weeks	2019-04-17	2019-05-07	PL	Poland	2347	477	45193190	16765678	120307	21806
rw4	Last 4 weeks	2019-04-10	2019-05-07	PL	Poland	3031	677	57196734	21193241	152572	27170
rm1	Last month	2019-04-08	2019-05-07	PL	Poland	3230	753	60861181	22532685	162136	29235
rm2	Last 2 months	2019-03-09	2019-05-07	PL	Poland	4876	1223	93486895	34492669	246544	43911
rm3	Last 3 months	2019-02-07	2019-05-07	PL	Poland	5260	1320	101401511	37598684	265775	47539
rm6	Last 6 months	2019-01-01	2019-05-07	PL	Poland	5435	1356	103110609	38187531	270695	48356
