advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	LT	Lithuania	58	1	8994222	3869052	39377	9689
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	LT	Lithuania	50	1	7171943	3194997	11149	2099
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	LT	Lithuania	44	1	5543955	2409999	8856	1399
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	LT	Lithuania	83	1	3980897	1354995	11416	799
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	LT	Lithuania	101	1	2586895	626998	10798	200
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	LT	Lithuania	28	1	2314927	954989	7771	1799
Už Ingridą		2214495192154107	Facebook	LT	Lithuania	277	1	2115722	535999	28222	199
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	LT	Lithuania	38	1	1641952	606997	5361	400
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	LT	Lithuania	60	1	1537932	338998	7139	300
Kialo		729627343834501	Facebook	LT	Lithuania	364	1	1405829	560804	8820	2074
Darbo partija	Darbo partija	264116120225	Facebook	LT	Lithuania	21	1	941975	313999	3278	299
Liberalai	Liberalai	81004804444	Facebook	LT	Lithuania	93	1	905901	237998	9585	100
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	LT	Lithuania	5	1	799917	399961	1919	367
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	LT	Lithuania	5	1	700994	269999	1597	534
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	LT	Lithuania	20	1	644980	221000	2780	200
European Commission		107898832590939	Facebook	LT	Lithuania	13	1	588900	261955	1760	246
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	LT	Lithuania	12	1	551988	140000	2388	299
Algimantas    Matulevičius		264954716868937	Facebook	LT	Lithuania	51	1	505936	118997	4494	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	LT	Lithuania	41	1	493344	132604	1475	39
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	LT	Lithuania	18	1	460981	100999	1781	0
Tomas Tomilinas - naujienos		530620843630609	Facebook	LT	Lithuania	18	1	451942	176980	2181	99
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	LT	Lithuania	48	1	373492	93854	4735	0
Bronis Ropė		216419471860983	Facebook	LT	Lithuania	10	1	356989	70999	990	0
Petras Auštrevičius		1482024028702535	Facebook	LT	Lithuania	11	1	332968	155989	1888	199
Aušra Maldeikienė		1650670061877646	Facebook	LT	Lithuania	13	1	332947	98992	2213	267
