gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	CZ	Czechia	European Parliament		178362315106	Facebook	93	1	5656140	2606987	25747	8963
f	female	CZ	Czechia	ČSSD	ČSSD	111041662264882	Facebook	1347	1	4880560	1210737	24386	5766
f	female	CZ	Czechia	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	108	1	1555602	631396	4839	1255
f	female	CZ	Czechia	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	92	1	1421899	329054	920	244
f	female	CZ	Czechia	European Commission		107898832590939	Facebook	21	1	1254506	561693	4596	1151
f	female	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	62	1	1194299	409489	5755	199
f	female	CZ	Czechia	TOP 09	TOP 09	90002267161	Facebook	26	1	1188705	475709	1793	569
f	female	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	94	1	1071443	329219	2082	520
f	female	CZ	Czechia	Andrej Babiš	ANO	214827221987263	Facebook	5	1	889729	444866	2552	616
f	female	CZ	Czechia	Evropa společně	Evropa společně	535611970260854	Facebook	65	1	821356	264332	2557	498
f	female	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	48	1	813046	331547	2463	598
f	female	CZ	Czechia	Pavel Poc	Poc Pavel	202974613060409	Facebook	19	1	733583	299388	2269	610
f	female	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	162	1	657595	181487	2015	502
f	female	CZ	Czechia	Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	22	1	638245	202953	958	286
f	female	CZ	Czechia	Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	43	1	574635	157034	2514	562
f	female	CZ	Czechia	Tomáš Zdechovský		275042429350706	Facebook	25	1	568858	246755	3076	758
f	female	CZ	Czechia	Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	16	1	543353	224614	1594	401
f	female	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	36	1	450756	117785	2104	570
f	female	CZ	Czechia	Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	24	1	424252	137021	2525	596
f	female	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	48	1	420798	130233	1321	296
f	female	CZ	Czechia	European Greens	European Greens	141366725876424	Facebook	7	1	409122	164870	852	406
f	female	CZ	Czechia	Daniel Herman		378072105614553	Facebook	10	1	408187	167566	446	153
f	female	CZ	Czechia	Hello Sandy		56274514407	Facebook	24	1	344116	101998	357	58
f	female	CZ	Czechia	Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	31	1	283396	68900	724	188
f	female	CZ	Czechia	Kialo		729627343834501	Facebook	353	1	270800	110640	1813	454
f	female	CZ	Czechia	Jan Zahradil		400970967000022	Facebook	15	1	255045	83403	1024	233
f	female	CZ	Czechia	Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	9	1	252606	70058	854	171
f	female	CZ	Czechia	Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	21	1	249763	77503	87	9
f	female	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	55	1	248990	67338	588	159
f	female	CZ	Czechia	Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	35	1	234825	57911	1357	349
f	female	CZ	Czechia	Refork		1919696668329015	Facebook	2	1	225348	112675	172	43
f	female	CZ	Czechia	Minidotaznik.cz		432692927273545	Facebook	1	1	208477	83391	370	185
f	female	CZ	Czechia	Martin Hrubčík		253207085584079	Facebook	6	1	202053	40411	444	101
f	female	CZ	Czechia	Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	7	1	172632	71331	447	162
f	female	CZ	Czechia	Tomio Okamura - SPD		179497582061065	Facebook	31	1	152634	58160	620	247
f	female	CZ	Czechia	Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	5	1	139558	30912	498	150
f	female	CZ	Czechia	Roman Kriz	Kriz Roman	382745889213194	Facebook	126	1	127027	27867	473	103
f	female	CZ	Czechia	Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	19	1	120823	41934	300	104
f	female	CZ	Czechia	Greens/EFA in the European Parliament		150527751674751	Facebook	28	1	110155	48865	115	29
f	female	CZ	Czechia	Asklepion - Klinika a institut estetické medicíny		181309083350	Facebook	8	1	109992	21000	427	81
f	female	CZ	Czechia	Marek Ženíšek	TOP 09	523450094407778	Facebook	13	1	108477	33756	373	79
f	female	CZ	Czechia	MUDr. Gabriela Pecková - TOP 09	Vondryska Jan	113755299053	Facebook	16	1	101235	24226	443	91
f	female	CZ	Czechia	Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	33	1	97859	22146	445	87
f	female	CZ	Czechia	Asociace společenské odpovědnosti		117111438676	Facebook	2	1	83882	16776	325	65
f	female	CZ	Czechia	Jaromír Štětina, člen EPP frakce Evropského parlamentu		334720110067940	Facebook	4	1	79746	22463	411	63
f	female	CZ	Czechia	Svobodní		43855944703	Facebook	2	1	77976	38988	612	151
f	female	CZ	Czechia	Institute H21	Sova Miriam	1900532106849242	Facebook	3	1	67616	13523	178	41
f	female	CZ	Czechia	Stanislav Polčák		532219183564760	Facebook	4	1	66572	13314	141	37
f	female	CZ	Czechia	ODS - Občanská demokratická strana		30575632699	Facebook	6	1	59297	12499	263	52
