day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d108	2019-04-18	BG	Bulgaria	Европейски парламент в България		163350039852	Facebook	1	1	83333	33333	833	166
d108	2019-04-18	BG	Bulgaria	Кеворк Кеворкян		490656127781163	Facebook	1	1	22212	11106	19	0
d108	2019-04-18	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	1	1	20321	10160	17	0
d108	2019-04-18	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	1	1	7142	1428	63	12
d108	2019-04-18	BG	Bulgaria	Arte		656089814494677	Facebook	6	1	6970	2992	16	2
d108	2019-04-18	BG	Bulgaria	Евро Ферт АД		271746059949890	Facebook	1	1	5514	2757	12	2
d108	2019-04-18	BG	Bulgaria	European Youth Event		919232861444360	Facebook	3	1	5387	2194	11	5
d108	2019-04-18	BG	Bulgaria	Венета Маджистрели - раз/ЛИЧНИЯТ избор за Европейски парламент 2019		436121407128896	Facebook	1	1	4545	909	9	0
d108	2019-04-18	BG	Bulgaria	Красимир Каракачанов	Войчин Мирчо	239611712717792	Facebook	1	1	3980	1990	35	0
d108	2019-04-18	BG	Bulgaria	Gimme5EUblogs	City Eng	1704673382966894	Facebook	1	1	2874	1437	25	0
d108	2019-04-18	BG	Bulgaria	GEYA   /  ГЕЯ  /		125015671491693	Facebook	1	1	2777	555	4	0
d108	2019-04-18	BG	Bulgaria	The Good Lobby		1420129598280317	Facebook	5	1	2495	948	4	0
d108	2019-04-18	BG	Bulgaria	Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	1	1	2144	1072	1	0
d108	2019-04-18	BG	Bulgaria	Guardian Weekly		64525551258	Facebook	4	1	1813	732	2	0
d108	2019-04-18	BG	Bulgaria	Е-Магазинъ		339462690027669	Facebook	1	1	1805	902	15	0
d108	2019-04-18	BG	Bulgaria	Bright Life Today		806186806171908	Facebook	1	1	1307	261	2	0
d108	2019-04-18	BG	Bulgaria	Организация за защита на животните "Четири лапи"		144072035778	Facebook	3	1	1250	437	18	0
d108	2019-04-18	BG	Bulgaria	Volen Siderov		48268614826	Facebook	1	1	1089	217	19	0
d108	2019-04-18	BG	Bulgaria	TODOROV-Imoteka Chaika	Todorov Sasho	573501706475405	Facebook	1	1	909	454	8	0
d108	2019-04-18	BG	Bulgaria	UNICEF Europe & Central Asia		373536278864	Facebook	1	1	833	333	0	0
d108	2019-04-18	BG	Bulgaria	Петър Клисаров		2041389956077700	Facebook	1	1	766	383	6	0
d108	2019-04-18	BG	Bulgaria	Karaci Tours Medical		408232079212353	Facebook	1	1	759	151	1	0
d108	2019-04-18	BG	Bulgaria	Guardian B2B		452752128144314	Facebook	1	1	682	341	1	0
d108	2019-04-18	BG	Bulgaria	Last Stop Brexit		820489154977103	Facebook	1	1	561	112	1	0
d108	2019-04-18	BG	Bulgaria	Партия КОД - Консервативно Обединение на Десницата		315771075734365	Facebook	1	1	550	110	10	0
