age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	EE	Estonia	214	94	288341	112655	525	19
18_24	18-24	EE	Estonia	1626	417	2389070	846565	12652	1507
25_34	25-34	EE	Estonia	1821	466	2900212	1061676	16426	2072
35_44	35-44	EE	Estonia	1794	459	2031159	731495	12002	1468
45_54	45-54	EE	Estonia	1701	435	1380081	483697	8070	814
55_64	55-64	EE	Estonia	1194	398	933658	318019	4709	262
65_	65+	EE	Estonia	1050	348	638331	216188	3290	168
