country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LT	Lithuania	f	female	2706	637	21940640	8292691	82758	10433
LT	Lithuania	m	male	2541	629	17957748	6668079	69115	9549
LT	Lithuania	u	unknown	2362	590	119551	43447	531	73
