advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kyriakos Mitsotakis		34848567724	Facebook	35_44	35-44	EL	Greece	66	1	2849404	1209027	6996	1396
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	35_44	35-44	EL	Greece	160	1	1712435	619636	7233	981
European Parliament		178362315106	Facebook	35_44	35-44	EL	Greece	32	1	1677443	797611	6831	1551
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	35_44	35-44	EL	Greece	98	1	1268427	466843	4208	505
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	35_44	35-44	EL	Greece	22	1	1236921	539862	2341	462
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	35_44	35-44	EL	Greece	128	1	1074977	399289	5309	833
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	35_44	35-44	EL	Greece	167	1	1034572	292154	8473	30
Kialo		729627343834501	Facebook	35_44	35-44	EL	Greece	350	1	988535	410923	4872	1180
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	35_44	35-44	EL	Greece	125	1	833152	241036	2755	43
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ		82362291274	Facebook	35_44	35-44	EL	Greece	10	1	723870	318222	3015	594
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	35_44	35-44	EL	Greece	80	1	674790	145868	1662	0
Παπαστράτος		1925659984382187	Facebook	35_44	35-44	EL	Greece	1	1	537865	268933	537	268
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	35_44	35-44	EL	Greece	61	1	498038	142906	1373	50
Nikos Papandreou		2245032148843299	Facebook	35_44	35-44	EL	Greece	73	1	433119	118218	2133	69
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	35_44	35-44	EL	Greece	25	1	418332	172674	1310	201
Κατερινα Μαρκου		832766380123763	Facebook	35_44	35-44	EL	Greece	16	1	401627	153279	533	56
Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	35_44	35-44	EL	Greece	19	1	391214	177357	582	66
Alex and the jewel		1703830116536718	Facebook	35_44	35-44	EL	Greece	15	1	337456	136864	963	85
Ioannis Vardakastanis		195643347979465	Facebook	35_44	35-44	EL	Greece	76	1	321677	121092	1743	73
Άννα Μισέλ Ασημακοπούλου		1394997234118853	Facebook	35_44	35-44	EL	Greece	3	1	321233	125682	334	61
Eva Kaili	Eva Kaili	13721812367	Facebook	35_44	35-44	EL	Greece	12	1	283137	110408	1632	286
Vouliwatch		627330267312880	Facebook	35_44	35-44	EL	Greece	8	1	266693	106900	613	255
Σπύρος Ριζόπουλος	Spyridon Rizopoulos	2127727860849871	Facebook	35_44	35-44	EL	Greece	45	1	265867	60468	1014	0
George Kyrtsos - Γιώργος Κύρτσος	DigitalWise Agency 	1413834448867079	Facebook	35_44	35-44	EL	Greece	36	1	248206	69486	677	15
Μαρία Σπυράκη		657782574275153	Facebook	35_44	35-44	EL	Greece	28	1	232005	77674	667	0
