advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	harju_county_EE	Harju County, Estonia	24	1	825438	340420	2233	435
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	harju_county_EE	Harju County, Estonia	7	1	748071	355179	1909	376
European Parliament		178362315106	Facebook	harju_county_EE	Harju County, Estonia	21	1	711860	272379	7104	1472
Veriff		959442754113350	Facebook	harju_county_EE	Harju County, Estonia	3	1	485772	213389	799	160
Urmas Paet	Paet Urmas	223092011815453	Facebook	harju_county_EE	Harju County, Estonia	26	1	395107	88037	1403	0
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	harju_county_EE	Harju County, Estonia	17	1	293559	84118	865	42
Kialo		729627343834501	Facebook	harju_county_EE	Harju County, Estonia	353	1	249672	96379	1677	407
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	harju_county_EE	Harju County, Estonia	48	1	219690	63793	1690	45
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	harju_county_EE	Harju County, Estonia	15	1	174461	65319	1039	76
Jaak Madison	Madison Jaak	536519246456733	Facebook	harju_county_EE	Harju County, Estonia	8	1	95984	22343	398	0
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	harju_county_EE	Harju County, Estonia	5	1	88248	17442	275	0
Isamaa erakond		321163977576	Facebook	harju_county_EE	Harju County, Estonia	1	1	83904	41952	209	41
Riina Solman		2003524753215343	Facebook	harju_county_EE	Harju County, Estonia	1	1	49999	10000	99	0
Johannes Kert		376562696439825	Facebook	harju_county_EE	Harju County, Estonia	1	1	49994	9999	498	99
Marek Reinaas 800		355087421885485	Facebook	harju_county_EE	Harju County, Estonia	1	1	49733	9946	496	99
Triin Saag	Saag Triin	2012394932389774	Facebook	harju_county_EE	Harju County, Estonia	22	1	47867	11393	1157	0
Ablo		299078570887332	Facebook	harju_county_EE	Harju County, Estonia	28	1	40731	6207	1222	0
EMY		815299865514464	Facebook	harju_county_EE	Harju County, Estonia	2	1	35484	7097	125	0
Pepe Mardiste		1436271733110292	Facebook	harju_county_EE	Harju County, Estonia	1	1	33084	6617	57	0
Riho Terras		2217643278496367	Facebook	harju_county_EE	Harju County, Estonia	2	1	26759	6714	88	0
Civil Liberties Union for Europe		1424938757739868	Facebook	harju_county_EE	Harju County, Estonia	1	1	24794	4959	49	0
Raimond Kaljulaid		1084372461606422	Facebook	harju_county_EE	Harju County, Estonia	2	1	24578	4805	294	48
Стражи		310613372788542	Facebook	harju_county_EE	Harju County, Estonia	6	1	23294	9881	288	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	harju_county_EE	Harju County, Estonia	1	1	22064	4413	43	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	harju_county_EE	Harju County, Estonia	54	1	20516	9356	73	14
Швеция		1001119573268082	Facebook	harju_county_EE	Harju County, Estonia	2	1	19809	9711	8	1
Maria Kaljuste - Maria from Estonia		1587214418196564	Facebook	harju_county_EE	Harju County, Estonia	1	1	19099	3819	37	0
