advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	suceava_county_RO	Suceava County, Romania	64	1	685603	297598	1660	454
Partidul Naţional Liberal		181375448581167	Facebook	suceava_county_RO	Suceava County, Romania	80	1	603770	259841	829	225
România în primul rând	Future Innovation	770704223323599	Facebook	suceava_county_RO	Suceava County, Romania	31	1	559390	264363	498	178
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	suceava_county_RO	Suceava County, Romania	77	1	516499	241728	1664	364
Romania #nuepsd	Future Innovation	293215748279337	Facebook	suceava_county_RO	Suceava County, Romania	10	1	422198	203603	339	146
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	suceava_county_RO	Suceava County, Romania	70	1	276140	117891	936	234
European Commission		107898832590939	Facebook	suceava_county_RO	Suceava County, Romania	11	1	224016	111346	581	153
Constantin Boliacu - Fost Consilier Local ALDE		1628366507416344	Facebook	suceava_county_RO	Suceava County, Romania	14	1	197146	50651	277	0
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	suceava_county_RO	Suceava County, Romania	32	1	147264	67349	401	117
European Parliament		178362315106	Facebook	suceava_county_RO	Suceava County, Romania	62	1	135465	58160	540	79
George Simion		2212856535602171	Facebook	suceava_county_RO	Suceava County, Romania	20	1	130383	52977	271	66
Partidul Mișcarea Populară Suceava Oficial		2022868144593694	Facebook	suceava_county_RO	Suceava County, Romania	14	1	126415	40764	643	0
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	suceava_county_RO	Suceava County, Romania	17	1	93201	43463	91	17
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	suceava_county_RO	Suceava County, Romania	10	1	89529	41010	107	24
Litere.net	litere.net	1504323906337545	Facebook	suceava_county_RO	Suceava County, Romania	12	1	87981	40331	60	16
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	suceava_county_RO	Suceava County, Romania	17	1	85562	37132	126	29
Silvia Dinică		1128229287275038	Facebook	suceava_county_RO	Suceava County, Romania	9	1	66867	27606	128	31
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	suceava_county_RO	Suceava County, Romania	31	1	66600	31315	182	45
Politice.net	politice.net	2546711162025064	Facebook	suceava_county_RO	Suceava County, Romania	10	1	62058	27340	55	12
Departamentul Fonduri Europene al PSD		1030472763816931	Facebook	suceava_county_RO	Suceava County, Romania	5	1	53455	22770	15	3
Siegfried Muresan		731035500293728	Facebook	suceava_county_RO	Suceava County, Romania	5	1	52737	20935	20	4
Kialo		729627343834501	Facebook	suceava_county_RO	Suceava County, Romania	245	1	52340	20802	263	57
Gregoriana Tudoran		1985293741779690	Facebook	suceava_county_RO	Suceava County, Romania	23	1	47976	13685	72	12
Eco friendly home		547824632336134	Facebook	suceava_county_RO	Suceava County, Romania	3	1	46928	21514	48	18
Partidul Social Democrat Departamentul pentru Politici Fiscal Bugetare		2006803969624108	Facebook	suceava_county_RO	Suceava County, Romania	5	1	46105	21019	16	3
