advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	pleven_province_BG	Pleven Province, Bulgaria	40	1	155562	71614	289	78
Приоритети	БЗНС	1163987410423594	Facebook	pleven_province_BG	Pleven Province, Bulgaria	51	1	71781	26393	270	7
Демократична България	Демократична България	995342840629890	Facebook	pleven_province_BG	Pleven Province, Bulgaria	20	1	56887	20935	97	5
Kialo		729627343834501	Facebook	pleven_province_BG	Pleven Province, Bulgaria	238	1	48596	18727	251	58
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	pleven_province_BG	Pleven Province, Bulgaria	29	1	41192	19281	87	26
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	pleven_province_BG	Pleven Province, Bulgaria	53	1	32240	13251	156	35
Крум Дончев/Krum Donchev		155516354469476	Facebook	pleven_province_BG	Pleven Province, Bulgaria	8	1	21879	10477	16	0
informo.bg	informo.bg	262524054082832	Facebook	pleven_province_BG	Pleven Province, Bulgaria	4	1	21546	10773	45	7
Движение ВОЛЯ		289082018098560	Facebook	pleven_province_BG	Pleven Province, Bulgaria	1	1	21303	8521	21	4
България на Труда и Разума - БТР		709384432421964	Facebook	pleven_province_BG	Pleven Province, Bulgaria	7	1	15275	3203	30	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	pleven_province_BG	Pleven Province, Bulgaria	9	1	14774	4557	42	0
European Commission		107898832590939	Facebook	pleven_province_BG	Pleven Province, Bulgaria	3	1	12227	6113	33	8
Стефан Тафров	Stefan Tafrov	233810563693016	Facebook	pleven_province_BG	Pleven Province, Bulgaria	11	1	11741	2748	41	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	pleven_province_BG	Pleven Province, Bulgaria	7	1	9267	2000	26	0
European Greens		141366725876424	Facebook	pleven_province_BG	Pleven Province, Bulgaria	5	1	9025	4208	26	5
Евро Ферт АД		271746059949890	Facebook	pleven_province_BG	Pleven Province, Bulgaria	1	1	8779	4389	19	3
Greens/EFA in the European Parliament		150527751674751	Facebook	pleven_province_BG	Pleven Province, Bulgaria	8	1	6420	2632	10	1
EU Environment		305608429284	Facebook	pleven_province_BG	Pleven Province, Bulgaria	2	1	5749	2737	27	5
Фондация Българска Памет		540948509258655	Facebook	pleven_province_BG	Pleven Province, Bulgaria	2	1	5341	2003	7	0
Венета Маджистрели - раз/ЛИЧНИЯТ избор за Европейски парламент 2019		436121407128896	Facebook	pleven_province_BG	Pleven Province, Bulgaria	1	1	5068	1013	10	0
Arte		656089814494677	Facebook	pleven_province_BG	Pleven Province, Bulgaria	5	1	4655	2023	11	1
Give A Vote		2186129244970085	Facebook	pleven_province_BG	Pleven Province, Bulgaria	1	1	4341	1736	4	0
ВОЛЯ - Българските Родолюбци		317433685633688	Facebook	pleven_province_BG	Pleven Province, Bulgaria	1	1	4214	2107	3	0
Bright Life Today		806186806171908	Facebook	pleven_province_BG	Pleven Province, Bulgaria	2	1	4079	1589	4	0
European Youth Event		919232861444360	Facebook	pleven_province_BG	Pleven Province, Bulgaria	6	1	4015	1720	9	2
