advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	37	1	1560180	735746	2981	1364
European Parliament		178362315106	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	80	1	579336	264100	1738	583
Fidesz	Fidesz	9844779306	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	43	1	486329	228424	1597	781
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	64	1	475370	203810	1039	379
MSZP	MSZP	115388925185513	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	32	1	364598	149239	579	215
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	23	1	321558	124256	234	54
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	13	1	285461	91285	550	170
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	44	1	268156	109022	470	136
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	83	1	212717	80967	358	147
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	9	1	191107	80284	369	160
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	37	1	174109	65528	223	67
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	20	1	142698	52957	203	61
European Commission		107898832590939	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	11	1	135802	61550	488	133
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	11	1	135588	59825	304	144
Dúró Dóra		191946490841225	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	16	1	117935	49478	294	110
Kialo		729627343834501	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	300	1	116856	47027	680	168
Ujhelyi István dr.	MSZP	734217673259088	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	26	1	112611	45840	284	104
Greenpeace Magyarország		35634348348	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	53	1	88216	38846	245	10
Budapest 10-es Választókerület		757956501234552	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	24	1	81640	25926	186	38
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	11	1	78935	29264	118	38
