advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100_1k	100 - 1k	PT	Portugal	29	1	4727052	2053298	10256	3552
Kialo		729627343834501	Facebook	100_1k	100 - 1k	PT	Portugal	279	1	3164842	1357395	12856	3640
European Commission		107898832590939	Facebook	100_1k	100 - 1k	PT	Portugal	7	1	2410376	1068218	3686	1565
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100_1k	100 - 1k	PT	Portugal	29	1	2026079	943088	3308	1026
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	100_1k	100 - 1k	PT	Portugal	5	1	1790284	753134	2340	469
MEO		69209479569	Facebook	100_1k	100 - 1k	PT	Portugal	4	1	1423869	560210	2302	738
National Geographic		107307059419	Facebook	100_1k	100 - 1k	PT	Portugal	1	1	999875	499938	498	99
Fundação Calouste Gulbenkian		49386033906	Facebook	100_1k	100 - 1k	PT	Portugal	1	1	941665	470833	469	94
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	100_1k	100 - 1k	PT	Portugal	23	1	887066	386515	1894	417
Esquerda Net	Esquerda Net	116426248469551	Facebook	100_1k	100 - 1k	PT	Portugal	4	1	791033	395518	3473	1595
Página Miguel Viegas		194651341130667	Facebook	100_1k	100 - 1k	PT	Portugal	6	1	718964	345155	2861	573
Carlos Coelho		306796832807017	Facebook	100_1k	100 - 1k	PT	Portugal	6	1	657923	328964	2819	565
The Bamboo Brush Society		1152885191422950	Facebook	100_1k	100 - 1k	PT	Portugal	8	1	565082	261372	1524	305
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	100_1k	100 - 1k	PT	Portugal	35	1	555105	241357	1575	412
VoteWatch Europe		355087424564148	Facebook	100_1k	100 - 1k	PT	Portugal	6	1	547667	232930	1165	421
Greens/EFA in the European Parliament		150527751674751	Facebook	100_1k	100 - 1k	PT	Portugal	16	1	473445	215668	944	252
Uiu		907141939410106	Facebook	100_1k	100 - 1k	PT	Portugal	2	1	435330	174132	434	87
José Manuel Fernandes		255056481315205	Facebook	100_1k	100 - 1k	PT	Portugal	2	1	384212	192107	958	192
Rios Livres		247517791943794	Facebook	100_1k	100 - 1k	PT	Portugal	2	1	372757	186379	930	186
European Youth Event		919232861444360	Facebook	100_1k	100 - 1k	PT	Portugal	6	1	294855	132851	418	139
Democracia para todos		141310866605696	Facebook	100_1k	100 - 1k	PT	Portugal	1	1	199998	99999	498	99
EU Justice and Consumers		278117815576023	Facebook	100_1k	100 - 1k	PT	Portugal	1	1	188862	94431	471	94
EPP Group in the European Parliament		291699857688	Facebook	100_1k	100 - 1k	PT	Portugal	4	1	182035	77080	245	49
Vodafone Portugal		122118287806643	Facebook	100_1k	100 - 1k	PT	Portugal	1	1	179432	89716	447	89
Sintrazul - pela nossa terra		307268589921990	Facebook	100_1k	100 - 1k	PT	Portugal	2	1	143317	57325	953	191
