advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	w005	Week 5	530	1	8382613	2860695	100724	17046
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w005	Week 5	154	1	6657882	2671297	40623	8527
Greenpeace France		39435457457	Facebook	w005	Week 5	6	1	3099994	1420000	16594	3600
We are the 52%	We are the 52%	466744973727718	Facebook	w005	Week 5	42	1	2167688	719117	4959	443
People's Vote UK	People's Vote	748608695327755	Facebook	w005	Week 5	131	1	2042344	572000	18456	1915
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w005	Week 5	14	1	2034428	884738	27997	6618
NT Live	NT Live	107334993856	Facebook	w005	Week 5	119	1	1259095	469678	9636	1041
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	w005	Week 5	6	1	1123994	427800	2817	1189
Best For Britain	Best for Britain	1863944713844924	Facebook	w005	Week 5	49	1	1108228	531455	9439	2748
Lilian Marijnissen	SP	844559615710915	Facebook	w005	Week 5	6	1	1009994	425000	3694	1600
Apodemia		115927088504184	Facebook	w005	Week 5	1	1	999999	500000	499	100
Plan International Sverige		382243262003	Facebook	w005	Week 5	103	1	958747	316836	9167	2221
Conservatives	The Conservative Party	8807334278	Facebook	w005	Week 5	139	1	885440	364402	6989	937
Vereniging Eigen Huis		371735371563	Facebook	w005	Week 5	7	1	749985	306632	5147	1263
Kyriakos Mitsotakis		34848567724	Facebook	w005	Week 5	8	1	699997	289999	1230	333
Blendle		181375052003138	Facebook	w005	Week 5	6	1	664994	263000	6794	1600
Nature Index		145327659223282	Facebook	w005	Week 5	4	1	649996	230000	921	115
The Week UK	The Week	177855115588808	Facebook	w005	Week 5	3	1	599997	220000	6476	1272
Hoxton Capital Management		353185345195139	Facebook	w005	Week 5	3	1	510997	205000	1385	578
38 Degrees	38 Degrees	200006375787	Facebook	w005	Week 5	28	1	495519	149029	3703	440
Scientists for EU	Scientists for EU	642444842524195	Facebook	w005	Week 5	9	1	468691	110813	2328	313
Milaap		315603771494	Facebook	w005	Week 5	7	1	413743	148750	961	89
Greenpeace Magyarország		35634348348	Facebook	w005	Week 5	9	1	379991	139000	1291	100
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	w005	Week 5	4	1	359997	180000	1197	240
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	w005	Week 5	7	1	329404	121436	3374	653
