advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w019	Week 19	83	1	22289759	10372575	136737	35066
CDU	CDU	78502295414	Facebook	w019	Week 19	3170	1	19323915	4637500	173515	4150
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	w019	Week 19	103	1	16396549	7216378	36745	7645
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	w019	Week 19	361	1	15427100	6230392	71346	13326
România în primul rând	Future Innovation	770704223323599	Facebook	w019	Week 19	54	1	15345831	6997762	17136	3946
FDP	FDP	21289227249	Facebook	w019	Week 19	1348	1	14730364	4418436	152394	6991
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	w019	Week 19	103	1	13563009	5660739	41340	10054
European Greens	European Greens	141366725876424	Facebook	w019	Week 19	41	1	10360958	4651999	72659	17700
sp.a	sp.a	57253967150	Facebook	w019	Week 19	207	1	10085943	3360708	46150	7225
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w019	Week 19	36	1	9242011	3995897	18936	4784
Partito Democratico		77034286895	Facebook	w019	Week 19	79	1	8696682	3797492	29148	5657
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w019	Week 19	768	1	8680069	3006288	118671	14475
SPÖ	SPÖ	77393060080	Facebook	w019	Week 19	569	1	8245502	2693741	69540	9278
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	w019	Week 19	51	1	8171949	3389000	11849	1700
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	w019	Week 19	24	1	8012323	3668986	15073	6177
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	w019	Week 19	59	1	7887746	3381986	16668	4330
SPD	SPD	47930567748	Facebook	w019	Week 19	2444	1	7555700	1383571	256279	3835
Fidesz	Fidesz	9844779306	Facebook	w019	Week 19	43	1	7249957	3480000	25690	12690
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	w019	Week 19	335	1	7173133	2307746	51495	8179
Parlement européen en France	Parlement européen en France	279757933824	Facebook	w019	Week 19	72	1	7019928	2695000	28728	7600
Open Vld	Open Vld	53668151866	Facebook	w019	Week 19	273	1	6240090	2210299	47581	7362
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	w019	Week 19	96	1	5984495	2819508	28046	5095
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w019	Week 19	15	1	5921784	2681730	21849	5521
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w019	Week 19	16	1	5742458	2606236	36447	7992
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	w019	Week 19	113	1	5377562	1880999	10301	3077
Facebook Brussels	Facebook	287739491272583	Facebook	w019	Week 19	16	1	5257486	2256500	52061	13040
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	w019	Week 19	28	1	5223307	2396666	6956	2103
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	w019	Week 19	25	1	5118184	2222328	3954	1531
Save the Children España	Save the Children España	57845333112	Facebook	w019	Week 19	16	1	5059984	2385000	30284	6600
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	w019	Week 19	243	1	5008157	1973222	39559	10056
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	w019	Week 19	27	1	4955856	2159344	40027	9283
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	w019	Week 19	488	1	4812514	1647999	90323	10634
DIE LINKE	DIE LINKE	47694585682	Facebook	w019	Week 19	216	1	4739247	1664405	23726	1360
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w019	Week 19	138	1	4520862	1713999	22661	2300
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	w019	Week 19	343	1	4252873	1135833	34089	1950
Kyriakos Mitsotakis		34848567724	Facebook	w019	Week 19	21	1	3874983	1649999	7933	1849
Greenpeace Deutschland		22541752487	Facebook	w019	Week 19	245	1	3873939	1133169	25212	3035
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	w019	Week 19	48	1	3808786	1647666	4139	1027
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	w019	Week 19	129	1	3720397	1011420	39081	10719
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	w019	Week 19	13	1	3719986	1630000	4887	900
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	w019	Week 19	1241	1	3623958	795187	74873	2307
Centerpartiet	Centerpartiet	12690894340	Facebook	w019	Week 19	125	1	3601560	1313511	41154	10097
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	w019	Week 19	61	1	3581186	1531779	14338	2519
Andreas Schieder	SPÖ	290881691011354	Facebook	w019	Week 19	62	1	3444588	1205806	30481	5495
Campact e.V.	Campact e.V.	82734241364	Facebook	w019	Week 19	25	1	3403827	1391465	22649	5190
Groen	Groen	84920854319	Facebook	w019	Week 19	124	1	3285426	1123092	16389	2210
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	w019	Week 19	42	1	3258758	1309685	7177	1103
ČSSD	ČSSD	111041662264882	Facebook	w019	Week 19	979	1	3255021	616000	15160	3143
Stadt Wien	Stadt Wien	110971788921077	Facebook	w019	Week 19	50	1	3243949	1139000	15849	2499
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	w019	Week 19	12	1	3199988	1370000	47691	12316
