advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sverigedemokraterna Malmö		167036616661188	Facebook	skane_county	Skåne County	SE	Sweden	8	1	346748	69351	3210	642
Rädda Barnen		72659261793	Facebook	skane_county	Skåne County	SE	Sweden	558	1	259606	83123	2246	562
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	skane_county	Skåne County	SE	Sweden	7	1	233820	115859	4779	955
Moderaterna i Skåne	Moderaterna i Skåne	336995309750321	Facebook	skane_county	Skåne County	SE	Sweden	6	1	219994	50000	2360	472
Socialdemokraterna i Malmö	Socialdemokraterna i Malmö	133148933394485	Facebook	skane_county	Skåne County	SE	Sweden	11	1	195989	45000	1026	287
Plan International Sverige		382243262003	Facebook	skane_county	Skåne County	SE	Sweden	357	1	193574	66629	1536	373
Jörgen Warborn EU-kandidat		56002955332	Facebook	skane_county	Skåne County	SE	Sweden	64	1	187343	40509	1904	415
Socialdemokraterna i Helsingborg	Socialdemokraterna Helsingborg	303070626373544	Facebook	skane_county	Skåne County	SE	Sweden	21	1	181857	44000	1006	305
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	skane_county	Skåne County	SE	Sweden	35	1	169085	60967	1410	381
Magnus Thulin - Centerpartiet	Thulin Magnus Nils Oscar	161302754576832	Facebook	skane_county	Skåne County	SE	Sweden	53	1	158356	31105	2169	464
Centerpartiet	Centerpartiet	12690894340	Facebook	skane_county	Skåne County	SE	Sweden	250	1	146551	51655	1867	445
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	skane_county	Skåne County	SE	Sweden	57	1	101990	27845	1371	311
Liberalerna	Liberalerna	132266740623	Facebook	skane_county	Skåne County	SE	Sweden	94	1	91680	34723	544	146
Facebook Nordic	Facebook	334318366655425	Facebook	skane_county	Skåne County	SE	Sweden	5	1	91158	45173	418	84
Sverigedemokraterna Skåne		222878274426091	Facebook	skane_county	Skåne County	SE	Sweden	3	1	84551	19333	782	179
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	skane_county	Skåne County	SE	Sweden	337	1	83265	23049	511	103
EU-kommissionen i Sverige		155824787799	Facebook	skane_county	Skåne County	SE	Sweden	19	1	82989	40141	365	87
European Commission		107898832590939	Facebook	skane_county	Skåne County	SE	Sweden	16	1	78256	34607	659	196
Sverige för UNHCR		643137272398136	Facebook	skane_county	Skåne County	SE	Sweden	94	1	77833	27625	339	80
Vattenfall Sverige		608975645850217	Facebook	skane_county	Skåne County	SE	Sweden	27	1	72329	34313	819	289
Socialdemokraterna i Skåne	Socialdemokraterna i Skåne	102414309949126	Facebook	skane_county	Skåne County	SE	Sweden	4	1	64083	15057	593	139
Moderaterna	Moderaterna	7719591155	Facebook	skane_county	Skåne County	SE	Sweden	138	1	64010	16013	604	145
Yrkesdörren		1047016558650888	Facebook	skane_county	Skåne County	SE	Sweden	5	1	57981	14551	536	134
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	skane_county	Skåne County	SE	Sweden	51	1	57091	19997	516	118
Malmömoderaterna	Malmömoderaterna	126245644082634	Facebook	skane_county	Skåne County	SE	Sweden	11	1	56989	17000	526	157
