advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	w019	Week 19	BE	Belgium	103	1	12730216	5282180	38373	9299
sp.a	sp.a	57253967150	Facebook	w019	Week 19	BE	Belgium	209	1	8776143	2965721	41777	6762
Open Vld	Open Vld	53668151866	Facebook	w019	Week 19	BE	Belgium	274	1	5810935	2074120	44340	7027
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w019	Week 19	BE	Belgium	16	1	5735402	2602708	36412	7985
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	w019	Week 19	BE	Belgium	96	1	5314061	2510957	25086	4570
Facebook Brussels	Facebook	287739491272583	Facebook	w019	Week 19	BE	Belgium	16	1	4706870	2021604	46500	11678
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	w019	Week 19	BE	Belgium	28	1	4644604	2016570	39217	9478
Groen	Groen	84920854319	Facebook	w019	Week 19	BE	Belgium	127	1	3073060	1053884	15096	2005
John Crombez	sp.a	264131406977201	Facebook	w019	Week 19	BE	Belgium	29	1	2680827	1276856	10356	1920
DéFI	DéFI	173518112695794	Facebook	w019	Week 19	BE	Belgium	133	1	2662353	567634	17692	1880
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	w019	Week 19	BE	Belgium	68	1	2440961	958976	33496	7482
IKEA	IKEA	112961202185776	Facebook	w019	Week 19	BE	Belgium	73	1	2376059	846804	10676	1687
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	w019	Week 19	BE	Belgium	82	1	1861420	703670	4835	294
Peter Mertens	PVDA	236485149843971	Facebook	w019	Week 19	BE	Belgium	485	1	1724218	454044	21819	2347
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	w019	Week 19	BE	Belgium	27	1	1692855	696240	19364	4693
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	w019	Week 19	BE	Belgium	49	1	1461585	364136	8346	1299
Sign for my Future		1345513882259768	Facebook	w019	Week 19	BE	Belgium	32	1	1248225	475249	10525	2274
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	w019	Week 19	BE	Belgium	7	1	1227625	515753	3366	1440
CD&V	CD&V	52997544531	Facebook	w019	Week 19	BE	Belgium	62	1	1096808	338846	9520	1485
Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	w019	Week 19	BE	Belgium	7	1	891309	391991	1920	333
Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	w019	Week 19	BE	Belgium	58	1	779059	186066	5499	466
European Parliament		178362315106	Facebook	w019	Week 19	BE	Belgium	5	1	775019	310004	7748	1550
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	w019	Week 19	BE	Belgium	44	1	725491	223182	5107	741
UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	w019	Week 19	BE	Belgium	14	1	634534	236272	3825	681
Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	w019	Week 19	BE	Belgium	47	1	511542	123595	3444	104
