week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-13	BE	Belgium	2689	312	12636228	4550705	76909	11746
w019	Week 19	2019-05-06	2019-05-12	BE	Belgium	3876	457	91464425	33888481	603740	101600
w018	Week 18	2019-04-29	2019-05-05	BE	Belgium	3146	474	67126163	26963748	472513	92392
w017	Week 17	2019-04-22	2019-04-28	BE	Belgium	2747	496	43366191	16784303	310563	56380
w016	Week 16	2019-04-15	2019-04-21	BE	Belgium	2505	552	29279134	11087822	212039	34665
w015	Week 15	2019-04-08	2019-04-14	BE	Belgium	2269	701	20695361	7640562	136737	21595
w014	Week 14	2019-04-01	2019-04-07	BE	Belgium	1748	686	12007214	4315534	82492	10947
w013	Week 13	2019-03-25	2019-03-31	BE	Belgium	1339	535	9323357	3404174	56470	9067
w012	Week 12	2019-03-18	2019-03-24	BE	Belgium	1179	476	11200342	4401533	70391	11999
w011	Week 11	2019-03-11	2019-03-17	BE	Belgium	789	351	5942902	2186417	43407	7306
w010	Week 10	2019-03-04	2019-03-10	BE	Belgium	631	260	10016040	3947705	79061	14541
w009	Week 9	2019-02-25	2019-03-03	BE	Belgium	289	137	1148741	380292	10833	2025
w008	Week 8	2019-02-18	2019-02-24	BE	Belgium	229	107	774517	231274	4651	514
w007	Week 7	2019-02-11	2019-02-17	BE	Belgium	151	84	1131269	464858	5065	711
w006	Week 6	2019-02-04	2019-02-10	BE	Belgium	153	77	1653927	645529	11841	2241
w005	Week 5	2019-01-28	2019-02-03	BE	Belgium	161	60	819183	331545	8222	1408
w004	Week 4	2019-01-21	2019-01-27	BE	Belgium	150	55	715422	241075	6247	1297
w003	Week 3	2019-01-14	2019-01-20	BE	Belgium	133	47	668710	286150	4395	1749
w002	Week 2	2019-01-07	2019-01-13	BE	Belgium	114	41	467882	155180	2337	329
w001	Week 1	2019-01-01	2019-01-06	BE	Belgium	90	33	1424816	697665	7737	1681
