advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	female	SK	Slovakia	83	1	5186663	2446150	27018	5613
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	f	female	SK	Slovakia	187	1	2182265	755397	14850	1946
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	f	female	SK	Slovakia	104	1	2058723	716314	6865	551
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	f	female	SK	Slovakia	61	1	1564004	523371	13013	2920
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	f	female	SK	Slovakia	714	1	1558952	256044	68180	0
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	f	female	SK	Slovakia	260	1	1330325	377770	9153	425
European Commission		107898832590939	Facebook	f	female	SK	Slovakia	22	1	1314284	548460	3207	757
Miroslav Žiak		396331590493376	Facebook	f	female	SK	Slovakia	98	1	1280202	293546	7867	99
Ivan ŠTEFANEC		324560137683033	Facebook	f	female	SK	Slovakia	40	1	1256744	515509	5369	1092
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	f	female	SK	Slovakia	69	1	1194212	342750	4727	74
Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	f	female	SK	Slovakia	34	1	1174320	456403	5410	1072
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	f	female	SK	Slovakia	128	1	1082903	338210	9291	1166
Sme rodina		600235073447674	Facebook	f	female	SK	Slovakia	4	1	1074906	476802	1568	630
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	f	female	SK	Slovakia	215	1	1071214	324538	9109	432
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	f	female	SK	Slovakia	59	1	1055672	308163	4352	200
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	f	female	SK	Slovakia	68	1	1044017	421794	5744	1208
NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	f	female	SK	Slovakia	123	1	1032092	378750	7582	647
Nagy József		128401833854581	Facebook	f	female	SK	Slovakia	8	1	951302	391275	1530	245
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	f	female	SK	Slovakia	56	1	888153	371723	6042	1403
Plamienok n.o.		174988447418	Facebook	f	female	SK	Slovakia	6	1	843774	357244	1443	450
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	f	female	SK	Slovakia	24	1	747393	275273	3879	1032
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	f	female	SK	Slovakia	42	1	696835	220166	4163	658
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	f	female	SK	Slovakia	20	1	642078	226646	2410	307
Schwarzkopf Professional		150101695010185	Facebook	f	female	SK	Slovakia	5	1	631149	296560	475	160
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	f	female	SK	Slovakia	44	1	581009	156641	3566	331
