advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	waterford_IE	Waterford, Ireland	2	1	19390	8381	41	16
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	waterford_IE	Waterford, Ireland	3	1	10996	1999	131	0
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	waterford_IE	Waterford, Ireland	4	1	9749	1950	98	19
Sean Kelly MEP	Sean Kelly MEP	340786422717552	Facebook	waterford_IE	Waterford, Ireland	6	1	3601	603	117	0
Sinn Féin Ireland	Sinn Féin	148726998530273	Facebook	waterford_IE	Waterford, Ireland	1	1	2674	534	5	0
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	waterford_IE	Waterford, Ireland	1	1	1913	382	3	0
Green Party Ireland	Green Party Ireland	108339693065	Facebook	waterford_IE	Waterford, Ireland	1	1	935	187	1	0
Adrienne Wallace - People Before Profit	Wallace Adrienne Catherine	1555518121383424	Facebook	waterford_IE	Waterford, Ireland	2	1	597	100	19	0
Social Democrats	Social Democrats	1012851375393300	Facebook	waterford_IE	Waterford, Ireland	7	1	370	85	1	0
Paul Nolan - Social Democrats Meath East	King John	1838758749501583	Facebook	waterford_IE	Waterford, Ireland	1	1	250	125	2	0
Cllr.June Murphy Social Democrat candidate	Social Democrats	196651674600841	Facebook	waterford_IE	Waterford, Ireland	1	1	206	103	2	0
European Commission	European Commission	107898832590939	Facebook	waterford_IE	Waterford, Ireland	2	1	202	101	0	0
Alex White	Mc Kinney Eunan Anthony	58389344622	Facebook	waterford_IE	Waterford, Ireland	1	1	171	85	1	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	waterford_IE	Waterford, Ireland	1	1	136	68	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	waterford_IE	Waterford, Ireland	4	1	118	33	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	waterford_IE	Waterford, Ireland	2	1	10	2	0	0
