advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	6233	3116	62	31
Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	5033	1006	50	10
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	3	1	5013	1002	99	0
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	3	1	3985	787	46	7
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	2	1	3517	865	35	5
Mikkel Näkkäläjärvi	Nakkalajarvi Mikkel Antte Iisakki	617733068345315	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	5	1	3374	655	74	0
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	1180	590	11	0
Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	932	0	92	0
Karri Ollila Europarlamenttiin 2019	Karri Ollila	300059733998436	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	827	413	8	0
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	3	1	793	147	20	0
Matleena Käppi	Matleena Käpin vuoden 2019 vaalien tukiyhdistys	1806983809518838	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	585	117	11	0
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	558	111	11	0
Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	489	97	9	0
Äänioikeus.fi		753565071658403	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	449	89	8	0
Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	432	86	8	0
Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	406	81	8	0
Anna Sirkiä	Anna Sirkiä	115751458577078	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	396	79	7	0
Irja Sokka Poliitikko	Irja Sokka Poliitikko	689010728162410	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	2	1	385	76	7	0
Mikko Ohela	Mikko Ohela	201647537374497	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	377	75	7	0
Arto Luukkanen	Riekkovaara Niko Tapani	1527478777519070	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	2	1	362	63	10	0
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	332	66	6	0
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	214	42	4	0
Riku Eskelinen	Riku Eskelisen eurovaalien tukiyhdistys Herttoniemen Keskustaseura ry	312837175579728	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	154	0	15	0
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	2	1	134	0	13	0
Allianssi	Allianssi	189362187761641	Facebook	northern_ostrobothnia_FI	Northern Ostrobothnia, Finland	1	1	133	0	13	0
