advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Avaaz	Avaaz	8340223883	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	9	1	299015	117035	536	145
Compromís	Compromís	194053080624605	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	48	1	295952	68000	4752	0
European Parliament	European Parliament	178362315106	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	60075	24030	120	60
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	15	1	39394	11360	135	0
Ahora Repúblicas	Esquerra Republicana de Catalunya	578942235869606	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	23170	11585	57	11
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	2	1	22786	9877	54	8
Cambiemos Orihuela	Cambiemos Orihuela - CLARO: Unidas Podemos	341229742754620	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	2	1	10544	4773	193	0
Markel Olano	EAJ-PNV	898191063533170	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	10490	5245	52	10
Diana Morant Ripoll	PSPV-PSOE Gandia	395203127349684	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	9999	5000	99	0
Socialistes de Gandia	PSPV-PSOE Gandia	57539806026	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	9999	5000	99	0
Silla en Democracia	Silla en Democràcia - Podemos	745713098877772	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	7	1	6993	0	693	0
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	5121	1024	10	0
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	31	1	3666	0	363	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	4	1	2598	734	6	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	2509	1254	6	1
Compromís per Novelda	Compromís	661474610630519	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	2	1	1998	0	198	0
Podem Morvedre	PODEMOS.	249370875231775	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	2	1	1998	0	198	0
European Commission	European Commission	107898832590939	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	2	1	1946	973	4	0
Joan Ribó	Compromís	136302299749630	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	999	0	99	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	2	1	628	282	5	0
IU Aragón	IU Aragón	178663732095	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	563	112	11	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	2	1	484	116	1	0
Zaragoza en Común	Zaragoza en Común	1404651893174804	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	51	0	5	0
VOX España		467127060059387	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	51	0	5	0
PSOE Extremadura	PSOE Extremadura	187170858138979	Facebook	comunidad_valenciana_ES	Comunidad Valenciana, Spain	1	1	4	0	0	0
