region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_bohemian_region	Central Bohemian Region	CZ	Czechia	808	102	247226	87598	1187	311
hradec_kralove_region	Hradec Králové Region	CZ	Czechia	785	106	195072	55039	819	191
karlovy_vary_region	Karlovy Vary Region	CZ	Czechia	729	94	56144	18241	263	69
liberec_region	Liberec Region	CZ	Czechia	754	103	62015	20605	287	70
moravian_silesian_region	Moravian-Silesian Region	CZ	Czechia	866	112	568382	215994	2701	708
olomouc_region	Olomouc Region	CZ	Czechia	862	107	306144	100044	1163	339
pardubice_region	Pardubice Region	CZ	Czechia	751	96	73244	27826	328	84
plzen_region	Plzeň Region	CZ	Czechia	832	103	531836	145004	2241	520
prague	Prague	CZ	Czechia	850	123	3539566	1169876	18859	4834
south_bohemian_region	South Bohemian Region	CZ	Czechia	808	106	294420	89444	1343	346
south_moravian_region	South Moravian Region	CZ	Czechia	945	119	1192990	408783	5867	1632
vysocina_region	Vysočina Region	CZ	Czechia	758	99	79410	29335	521	134
zlin_region	Zlín Region	CZ	Czechia	830	108	244612	80064	1027	273
usti_nad_labem_region	Ústí nad Labem Region	CZ	Czechia	776	101	226176	85953	1132	296
