region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_bohemian_region	Central Bohemian Region	CZ	Czechia	87	26	9119	1887	25	3
hradec_kralove_region	Hradec Králové Region	CZ	Czechia	77	27	2781	741	10	2
karlovy_vary_region	Karlovy Vary Region	CZ	Czechia	69	24	1816	229	7	0
liberec_region	Liberec Region	CZ	Czechia	59	26	1997	534	5	1
moravian_silesian_region	Moravian-Silesian Region	CZ	Czechia	98	30	17335	4086	70	16
olomouc_region	Olomouc Region	CZ	Czechia	119	28	14023	3439	55	14
pardubice_region	Pardubice Region	CZ	Czechia	76	27	1754	484	6	1
plzen_region	Plzeň Region	CZ	Czechia	85	27	4378	1124	12	2
prague	Prague	CZ	Czechia	74	31	125271	39387	419	111
south_bohemian_region	South Bohemian Region	CZ	Czechia	74	26	4280	674	16	1
south_moravian_region	South Moravian Region	CZ	Czechia	131	33	109613	23891	584	134
vysocina_region	Vysočina Region	CZ	Czechia	81	27	2229	367	8	1
zlin_region	Zlín Region	CZ	Czechia	118	29	10995	2508	41	8
usti_nad_labem_region	Ústí nad Labem Region	CZ	Czechia	75	25	5101	1745	19	4
