advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Tomáš Lázna	Lazna Tomas	260234168098745	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	4	1	74996	21000	135	62
Jaroslav Suchý	Lambert Vojtech	778460319203526	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	33	1	42495	18172	193	56
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	52	1	39658	12620	148	46
Daniela	Vasatkova Daniela	252673128998993	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	1	1	15838	3167	61	12
Mirek Žbánek - prima primátor	wecreate media	325428267939168	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	3	1	14997	3000	42	7
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	15	1	11386	4969	33	7
ANO, máme rádi Olomouc	wecreate media	240004189482300	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	2	1	9998	2000	38	7
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	11	1	9965	4727	56	21
European Parliament	European Parliament	178362315106	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	13	1	8168	3395	54	10
ČSSD	ČSSD	111041662264882	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	161	1	7870	2669	75	16
Andrej Babiš	ANO	214827221987263	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	12	1	7695	3547	48	14
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	10	1	7048	2587	51	23
European Commission	European Commission	107898832590939	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	21	1	6789	3258	32	6
Pavel Poc	Poc Pavel	202974613060409	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	17	1	3825	1250	10	2
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	8	1	3275	719	14	3
Veronika Luňáková	ODS - Občanská demokratická strana	311589326158964	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	9	1	2865	1214	3	0
Svobodní	Svobodní	43855944703	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	30	1	2739	579	12	2
HLAS	První prezidentská	320144481956623	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	15	1	2553	941	2	1
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	20	1	2457	788	7	1
Info.cz	Info.cz	1269502056393120	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	23	1	2378	542	9	2
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	14	1	2347	897	8	2
ODS - Občanská demokratická strana	ODS - Občanská demokratická strana	30575632699	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	10	1	2022	793	3	1
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	4	1	1425	430	4	0
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	4	1	1419	662	3	1
Evžen Tošenovský	Kasik Martin	233045260129148	Facebook	olomouc_region	Olomouc Region	CZ	Czechia	3	1	1400	576	3	0
