recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	LT	Lithuania	328	57	1343975	480915	5063	282
rd2	Last 2 days	2019-05-15	2019-05-16	LT	Lithuania	343	59	2750626	980002	10372	586
rd3	Last 3 days	2019-05-14	2019-05-16	LT	Lithuania	372	62	4236221	1485857	16051	846
rd4	Last 4 days	2019-05-13	2019-05-16	LT	Lithuania	385	66	5264730	1859010	19569	1079
rd5	Last 5 days	2019-05-12	2019-05-16	LT	Lithuania	395	70	5989028	2142786	22095	1283
rd6	Last 6 days	2019-05-11	2019-05-16	LT	Lithuania	433	75	6838764	2478312	25129	1549
rw1	Last week	2019-05-10	2019-05-16	LT	Lithuania	541	79	9071139	3294327	32057	2194
rw2	Last 2 weeks	2019-05-03	2019-05-16	LT	Lithuania	712	112	21349833	7914777	70246	7484
rw3	Last 3 weeks	2019-04-26	2019-05-16	LT	Lithuania	944	153	30385504	11536187	105587	13301
rw4	Last 4 weeks	2019-04-19	2019-05-16	LT	Lithuania	1132	188	32967652	12550669	114473	13980
rm1	Last month	2019-04-17	2019-05-16	LT	Lithuania	1147	198	33391210	12736834	115236	14099
rm2	Last 2 months	2019-03-18	2019-05-16	LT	Lithuania	2142	489	41820122	15900354	149307	18899
rm3	Last 3 months	2019-02-16	2019-05-16	LT	Lithuania	2447	561	43416851	16512054	157486	19503
rm6	Last 6 months	2019-01-01	2019-05-16	LT	Lithuania	2613	596	44832429	16888060	164284	19958
