advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	rw1	Last week	LT	Lithuania	42	1	3175929	1365849	5278	860
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	rw1	Last week	LT	Lithuania	54	1	1396932	530434	5347	424
Darbo partija	Darbo partija	264116120225	Facebook	rw1	Last week	LT	Lithuania	15	1	680985	202000	1885	100
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	rw1	Last week	LT	Lithuania	23	1	651048	187636	2106	147
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	rw1	Last week	LT	Lithuania	46	1	548364	241179	887	153
Už Ingridą		2214495192154107	Facebook	rw1	Last week	LT	Lithuania	26	1	416986	129999	1562	69
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	rw1	Last week	LT	Lithuania	8	1	361991	134999	1591	199
Liberalai	Liberalai	81004804444	Facebook	rw1	Last week	LT	Lithuania	76	1	356050	102777	6005	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rw1	Last week	LT	Lithuania	23	1	304557	75755	909	2
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	rw1	Last week	LT	Lithuania	10	1	267658	54083	825	0
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	rw1	Last week	LT	Lithuania	8	1	162996	44500	591	65
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	rw1	Last week	LT	Lithuania	5	1	122495	29749	470	0
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	rw1	Last week	LT	Lithuania	4	1	114996	26000	396	0
European Greens		141366725876424	Facebook	rw1	Last week	LT	Lithuania	8	1	103120	43322	480	122
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	rw1	Last week	LT	Lithuania	26	1	91085	21753	1659	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rw1	Last week	LT	Lithuania	7	1	86559	33890	91	16
Tatjana Babrauskienė	Babrauskiene Tatjana	1101509610035530	Facebook	rw1	Last week	LT	Lithuania	3	1	51188	11238	216	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	rw1	Last week	LT	Lithuania	6	1	39599	13921	586	0
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	rw1	Last week	LT	Lithuania	2	1	27272	5454	54	0
European Parliament		178362315106	Facebook	rw1	Last week	LT	Lithuania	2	1	23042	8576	45	19
Dovilas Petkus	Katelynas Martynas	666697733748899	Facebook	rw1	Last week	LT	Lithuania	2	1	14998	6000	198	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	rw1	Last week	LT	Lithuania	2	1	11260	4386	11	2
Europos Parlamento biuras Lietuvoje	Europos Parlamento biuras Lietuvoje	188014250186	Facebook	rw1	Last week	LT	Lithuania	2	1	11248	5250	123	0
VoteWatch Europe		355087424564148	Facebook	rw1	Last week	LT	Lithuania	7	1	9483	4120	19	4
Investors' Forum		1330823023658838	Facebook	rw1	Last week	LT	Lithuania	2	1	8331	1666	146	0
