advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	m45_54	male (45-54)	UK	United Kingdom	3888	1	12072100	3694435	135451	19708
People's Vote UK	People's Vote	748608695327755	Facebook	m45_54	male (45-54)	UK	United Kingdom	3333	1	7703250	2572902	113470	19624
We are the 52%	We are the 52%	466744973727718	Facebook	m45_54	male (45-54)	UK	United Kingdom	278	1	4576192	1702738	12177	1646
Conservatives	The Conservative Party	8807334278	Facebook	m45_54	male (45-54)	UK	United Kingdom	1525	1	4118087	1613294	47359	6417
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m45_54	male (45-54)	UK	United Kingdom	1859	1	3830452	1262837	60140	7031
The Labour Party	The Labour Party	25749647410	Facebook	m45_54	male (45-54)	UK	United Kingdom	604	1	3580119	1409513	31720	7058
38 Degrees	38 Degrees	200006375787	Facebook	m45_54	male (45-54)	UK	United Kingdom	609	1	2263633	822852	15422	2379
Best For Britain	Best for Britain	1863944713844924	Facebook	m45_54	male (45-54)	UK	United Kingdom	732	1	2216707	917050	33008	7618
Kialo		729627343834501	Facebook	m45_54	male (45-54)	UK	United Kingdom	312	1	2096399	858163	21622	5946
The Brexit Party	The Brexit Party	230416667843105	Facebook	m45_54	male (45-54)	UK	United Kingdom	57	1	1864271	846967	24476	6353
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	m45_54	male (45-54)	UK	United Kingdom	2116	1	1454675	469899	18299	1879
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	m45_54	male (45-54)	UK	United Kingdom	132	1	1139429	396237	7794	1613
Right To Vote	Right to Vote	408236463256774	Facebook	m45_54	male (45-54)	UK	United Kingdom	357	1	1124174	278163	9502	1343
UK government	UK government	408582579294175	Facebook	m45_54	male (45-54)	UK	United Kingdom	16	1	996407	434773	10969	3374
Change UK - The Independent Group	The Independent Group (TIG) Ltd, company number 11770529, a registered company in England and Wales.	395151614382309	Facebook	m45_54	male (45-54)	UK	United Kingdom	241	1	765940	303389	13565	3216
Scientists for EU	Scientists for EU	642444842524195	Facebook	m45_54	male (45-54)	UK	United Kingdom	61	1	661095	218804	4572	785
London Labour Party	The London Labour Party 	474613052643462	Facebook	m45_54	male (45-54)	UK	United Kingdom	84	1	600055	219136	5716	1196
Alex Salmond	Slainte Media	136191876445102	Facebook	m45_54	male (45-54)	UK	United Kingdom	82	1	540756	206914	2326	299
InFacts	InFacts	678120165658753	Facebook	m45_54	male (45-54)	UK	United Kingdom	84	1	457639	115838	2891	303
Andy Street	The Conservative Party	625464517632792	Facebook	m45_54	male (45-54)	UK	United Kingdom	501	1	422819	133109	7193	272
The Week UK	The Week	177855115588808	Facebook	m45_54	male (45-54)	UK	United Kingdom	125	1	386657	141178	3996	738
EU Watch	EU Watch	136146920436020	Facebook	m45_54	male (45-54)	UK	United Kingdom	35	1	342771	108787	1026	161
Labour Future	Labour Future	112846662487263	Facebook	m45_54	male (45-54)	UK	United Kingdom	21	1	342546	151306	2885	581
Leave Means Leave	Leave Means Leave	1705780739687918	Facebook	m45_54	male (45-54)	UK	United Kingdom	12	1	336022	118826	3591	699
Amnesty International UK		7624294394	Facebook	m45_54	male (45-54)	UK	United Kingdom	87	1	297075	128255	2912	965
