gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u	unknown	HR	Croatia	European Parliament		178362315106	Facebook	37	1	58912	27897	187	41
u	unknown	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	54	1	22146	8777	68	2
u	unknown	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	22	1	16804	5767	38	4
u	unknown	HR	Croatia	Eclectica		1379977375431894	Facebook	1	1	14890	7445	66	13
u	unknown	HR	Croatia	Kialo		729627343834501	Facebook	317	1	14886	6221	82	21
u	unknown	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	47	1	14643	3701	40	5
u	unknown	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	67	1	10634	2485	54	0
u	unknown	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	25	1	10570	3510	26	0
u	unknown	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	9053	2798	18	1
u	unknown	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	13	1	9049	4028	33	10
u	unknown	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	40	1	8998	2906	30	1
u	unknown	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	18	1	8734	2321	24	2
u	unknown	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	21	1	8245	2855	17	0
u	unknown	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	6076	2845	17	3
u	unknown	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	38	1	5871	1678	14	0
u	unknown	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	9	1	5312	1785	7	0
u	unknown	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	16	1	4742	1170	17	0
u	unknown	HR	Croatia	Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	9	1	4229	1677	12	1
u	unknown	HR	Croatia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	26	1	4048	1240	12	0
u	unknown	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	46	1	3339	1543	7	1
u	unknown	HR	Croatia	Nova ljevica	Markovina Dragan	706769699498076	Facebook	16	1	3319	771	13	0
u	unknown	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	7	1	3166	1009	7	0
u	unknown	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	3	1	3070	1535	2	0
u	unknown	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	13	1	2493	1070	11	1
u	unknown	HR	Croatia	Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	4	1	2256	771	3	0
